locus tag	logFC	logCPM	PValue	FDR
SL1344_0719	-1,33	9,66	0,00	0,00
SL1344_0720	-1,83	9,42	0,00	0,00
SL1344_0721	-2,56	8,72	0,00	0,00
SL1344_0722	-1,10	9,01	0,00	0,00
SL1344_0723	-1,05	8,52	0,00	0,00
SL1344_0726	0,01	6,52	0,98	0,99
SL1344_0727	0,08	7,52	0,77	0,84
SL1344_0728	0,69	7,18	0,03	0,06
SL1344_0729	0,63	7,19	0,03	0,07
SL1344_0730	-0,32	9,28	0,14	0,23
SL1344_0731	-1,36	9,60	0,00	0,00
SL1344_0732	-0,42	7,86	0,17	0,26
SL1344_tRNA0014	-1,43	9,48	0,00	0,00
SL1344_tRNA0015	-1,24	7,21	0,00	0,00
SL1344_tRNA0016	-1,34	5,38	0,00	0,01
SL1344_tRNA0017	-1,38	6,70	0,00	0,00
SL1344_tRNA0018	0,32	5,00	0,55	0,66
SL1344_0733	0,89	4,99	0,10	0,18
SL1344_0734	0,22	5,47	0,63	0,73
SL1344_0735	-1,72	4,52	0,00	0,01
SL1344_0736	-1,49	5,05	0,00	0,01
SL1344_0737	-0,54	7,76	0,03	0,06
SL1344_0738	2,80	4,20	0,00	0,00
SL1344_0739	1,13	4,66	0,09	0,16
SL1344_0740	-0,25	4,62	0,66	0,75
SL1344_0741	1,73	3,71	0,09	0,17
SL1344_0746	2,01	4,21	0,02	0,06
SL1344_0747	2,23	4,97	0,00	0,00
SL1344_0748	2,37	4,39	0,00	0,00
SL1344_0749	-0,29	9,53	0,16	0,25
SL1344_0750	0,26	5,66	0,50	0,61
SL1344_0751	0,06	5,66	0,87	0,91
SL1344_0752	-0,61	4,58	0,28	0,38
SL1344_0753	0,81	5,52	0,09	0,16
SL1344_0754	0,39	3,99	0,61	0,71
SL1344_0755	-1,84	7,62	0,00	0,00
SL1344_0756	0,19	5,64	0,62	0,72
SL1344_0758	0,80	7,53	0,00	0,01
SL1344_0759	0,25	6,88	0,40	0,52
SL1344_0760	-0,33	6,64	0,24	0,35
SL1344_0761	-0,84	4,87	0,10	0,17
SL1344_0762	0,08	6,59	0,79	0,85
SL1344_0763	-1,20	6,04	0,00	0,01
SL1344_0764	1,98	6,62	0,00	0,00
SL1344_0765	2,25	5,89	0,00	0,00
SL1344_0766	2,09	5,49	0,00	0,00
SL1344_0767	3,02	7,46	0,00	0,00
SL1344_0768	1,71	7,19	0,00	0,00
SL1344_0769	2,99	6,53	0,00	0,00
SL1344_0770	3,62	8,22	0,00	0,00
SL1344_0771	3,82	7,73	0,00	0,00
SL1344_0772	3,49	6,99	0,00	0,00
SL1344_0773	3,65	6,71	0,00	0,00
SL1344_0774	3,89	6,54	0,00	0,00
SL1344_0775	1,04	8,57	0,00	0,00
SL1344_0776	-0,08	8,77	0,71	0,79
SL1344_0777	-1,08	5,37	0,01	0,03
SL1344_0778	-2,00	5,28	0,00	0,00
SL1344_0779	-1,92	4,47	0,00	0,01
SL1344_0780	-1,30	3,61	0,10	0,18
SL1344_0782	-0,16	4,11	0,80	0,86
SL1344_0783	-0,74	7,23	0,00	0,01
SL1344_0785	2,16	3,49	0,07	0,13
SL1344_0786	0,25	3,48	0,82	0,87
SL1344_0787	0,49	5,12	0,26	0,37
SL1344_0788	0,61	4,24	0,30	0,41
SL1344_0789	1,49	3,88	0,04	0,07
SL1344_0790	3,32	8,52	0,00	0,00
SL1344_0791	-1,05	5,91	0,00	0,01
SL1344_0792	-0,69	5,71	0,07	0,13
SL1344_0793	-0,42	6,46	0,17	0,26
SL1344_0794	-0,74	6,09	0,02	0,04
SL1344_0795	-1,10	5,35	0,01	0,02
SL1344_0796	-1,03	6,73	0,00	0,00
SL1344_0797	-0,47	7,22	0,07	0,13
SL1344_0798	-0,21	5,84	0,53	0,64
SL1344_0801	0,26	5,36	0,57	0,68
SL1344_0802	0,49	5,69	0,21	0,31
SL1344_0803	1,32	7,67	0,00	0,00
SL1344_0804	1,26	7,23	0,00	0,00
SL1344_0805	1,79	9,51	0,00	0,00
SL1344_0806	1,05	8,59	0,00	0,00
SL1344_0807	-2,02	4,53	0,00	0,00
SL1344_0808	-1,63	10,03	0,00	0,00
SL1344_0809	0,67	5,58	0,08	0,14
SL1344_0810	0,52	6,22	0,16	0,25
SL1344_0811	0,77	6,67	0,03	0,06
SL1344_0812	-1,39	6,57	0,00	0,00
SL1344_0813	0,24	8,80	0,25	0,35
SL1344_0814	2,19	5,76	0,00	0,00
SL1344_0817	-0,39	3,93	0,59	0,69
SL1344_0818	-0,07	6,89	0,79	0,85
SL1344_0819	1,06	3,90	0,38	0,50
SL1344_0821	-0,73	5,09	0,14	0,23
SL1344_0822	-0,43	5,82	0,23	0,33
SL1344_0823	-0,57	6,14	0,08	0,15
SL1344_0824	-0,34	6,23	0,32	0,44
SL1344_0825	0,19	5,49	0,63	0,72
SL1344_0826	-0,85	4,86	0,08	0,15
SL1344_0827	-0,58	4,63	0,25	0,35
SL1344_0828	-0,32	6,31	0,32	0,43
SL1344_0829	3,93	7,34	0,00	0,00
SL1344_0830	3,41	4,98	0,00	0,00
SL1344_0831	4,11	5,29	0,00	0,00
SL1344_0832	2,93	5,54	0,00	0,00
SL1344_0833	2,09	6,02	0,00	0,00
SL1344_0834	1,78	5,80	0,00	0,00
SL1344_0835	4,31	8,12	0,00	0,00
SL1344_0836	3,42	6,98	0,00	0,00
SL1344_0837	1,83	5,01	0,01	0,03
SL1344_0838	0,11	7,03	0,69	0,77
SL1344_0839	2,51	8,13	0,00	0,00
SL1344_0840	-0,60	7,19	0,05	0,10
SL1344_0841	1,32	6,70	0,00	0,00
SL1344_0842	1,01	5,83	0,02	0,04
SL1344_0843	-0,77	5,26	0,07	0,12
SL1344_0844	-1,68	6,33	0,00	0,00
SL1344_0845	-0,64	4,51	0,31	0,42
SL1344_0846	-1,45	6,93	0,00	0,00
SL1344_0847	-1,19	4,69	0,03	0,06
SL1344_0850	-0,49	5,15	0,28	0,39
SL1344_0852	-0,45	5,46	0,25	0,35
SL1344_0853	-0,50	5,31	0,25	0,36
SL1344_0854	-0,59	6,62	0,07	0,13
SL1344_0855	0,70	5,85	0,06	0,11
SL1344_0856	0,61	4,77	0,23	0,34
SL1344_0857	-0,13	5,62	0,73	0,81
SL1344_0858	0,01	5,37	0,98	0,98
SL1344_0859	-0,26	6,29	0,45	0,56
SL1344_0860	2,11	3,94	0,04	0,08
SL1344_0862	1,30	4,88	0,01	0,03
SL1344_0863	-0,80	8,17	0,13	0,21
SL1344_0864	-2,02	7,57	0,00	0,00
SL1344_0865	-2,58	7,86	0,00	0,00
SL1344_0866	-2,28	7,42	0,00	0,00
SL1344_0867	-2,67	8,32	0,00	0,00
SL1344_0868	-0,50	4,43	0,33	0,45
SL1344_0869	1,37	7,22	0,00	0,00
SL1344_0870	2,29	6,95	0,00	0,00
SL1344_0871	-1,55	5,06	0,00	0,01
SL1344_0872	-0,82	5,14	0,06	0,12
SL1344_0873	-0,11	6,39	0,72	0,80
SL1344_0874	1,50	5,81	0,00	0,00
SL1344_0875	1,07	5,50	0,01	0,04
SL1344_0876	-0,35	5,64	0,40	0,51
SL1344_0877	-1,54	6,10	0,00	0,00
SL1344_0878	-1,08	6,29	0,00	0,00
SL1344_0879	0,85	8,74	0,00	0,00
SL1344_0880	1,83	8,74	0,00	0,00
SL1344_0881	1,46	8,57	0,00	0,00
SL1344_0883	0,03	9,10	0,88	0,92
SL1344_0884	1,04	10,76	0,00	0,00
SL1344_0886	3,62	4,84	0,00	0,00
SL1344_0887	1,40	4,16	0,05	0,10
SL1344_tRNA0019	-1,27	8,27	0,06	0,12
SL1344_0888	0,59	4,30	0,34	0,45
SL1344_0889	0,90	4,04	0,28	0,38
SL1344_0890	1,13	5,72	0,02	0,05
SL1344_0892	-1,79	8,93	0,00	0,00
SL1344_0893	-1,46	4,54	0,00	0,01
SL1344_0894	-2,10	6,12	0,00	0,00
SL1344_0895	-1,15	6,88	0,00	0,00
SL1344_0896	0,61	8,91	0,01	0,03
SL1344_0897	-1,34	9,29	0,00	0,00
SL1344_0898	-1,14	9,48	0,00	0,00
SL1344_0899	-0,79	7,58	0,00	0,01
SL1344_0900	-1,23	7,37	0,00	0,00
SL1344_0901	-0,51	8,94	0,02	0,04
SL1344_0902	0,77	4,96	0,14	0,22
SL1344_0903	1,59	3,32	0,15	0,24
SL1344_0904	4,09	5,01	0,00	0,00
SL1344_0905	0,92	5,46	0,05	0,10
SL1344_0906	2,90	6,11	0,00	0,00
SL1344_0907	-0,37	7,27	0,16	0,25
SL1344_0908	-1,18	5,38	0,00	0,01
SL1344_0909	5,91	11,67	0,00	0,00
SL1344_0910	-0,83	9,86	0,00	0,00
SL1344_0911	-1,42	7,33	0,00	0,00
SL1344_0912	-0,13	7,77	0,61	0,71
SL1344_0913	-0,88	4,10	0,15	0,23
SL1344_0914	-0,81	7,19	0,00	0,01
SL1344_0915	-0,67	6,50	0,02	0,05
SL1344_0916	-0,77	4,94	0,07	0,14
SL1344_0917	-0,52	8,23	0,07	0,13
SL1344_0918	-0,24	12,61	0,22	0,33
SL1344_0920	1,13	5,84	0,02	0,05
SL1344_0921	-0,11	7,99	0,63	0,72
SL1344_0922	-0,33	6,39	0,24	0,34
SL1344_0923	0,01	5,40	0,98	0,99
SL1344_0925	-0,43	6,72	0,14	0,23
SL1344_0926	0,92	5,99	0,02	0,05
SL1344_0927	0,39	4,36	0,49	0,60
SL1344_0928	-0,56	6,18	0,11	0,18
SL1344_0929	0,55	7,06	0,06	0,12
SL1344_0930	-0,28	6,26	0,39	0,51
SL1344_0931	-0,14	9,39	0,52	0,63
SL1344_0932	0,33	8,10	0,17	0,26
SL1344_0933	0,93	8,92	0,00	0,00
SL1344_0934	0,91	8,42	0,00	0,00
SL1344_0935	-0,40	7,96	0,09	0,15
SL1344_0936	-2,37	8,35	0,00	0,00
SL1344_0937	-1,25	8,95	0,00	0,00
SL1344_0938	0,07	4,26	0,90	0,93
SL1344_0939	0,50	3,63	0,62	0,72
SL1344_0940	0,51	3,97	0,63	0,72
SL1344_0941	-0,54	6,59	0,06	0,11
SL1344_0942	-0,58	7,85	0,02	0,04
SL1344_0946	-0,17	4,04	0,83	0,88
SL1344_0950	-2,14	7,07	0,00	0,00
SL1344_0952	1,74	3,48	0,09	0,17
SL1344_0955	-2,22	3,69	0,00	0,01
SL1344_0958	0,33	6,55	0,36	0,47
SL1344_0959	1,44	4,26	0,09	0,16
SL1344_0961	2,40	4,61	0,01	0,02
SL1344_0962	-0,57	5,98	0,09	0,16
SL1344_0964	1,26	5,68	0,00	0,01
SL1344_0965	-1,81	3,68	0,02	0,04
SL1344_0968	0,60	4,08	0,42	0,53
SL1344_0969	0,96	5,10	0,07	0,12
SL1344_0971	0,50	5,36	0,28	0,39
SL1344_0972	2,01	5,25	0,00	0,00
SL1344_0973	0,57	3,09	0,60	0,70
SL1344_0975	0,68	3,33	0,43	0,54
SL1344_0976	1,07	3,46	0,30	0,41
SL1344_0977	0,81	4,06	0,29	0,40
SL1344_0980	0,73	6,12	0,03	0,06
SL1344_0981	1,06	4,22	0,16	0,25
SL1344_0982	1,06	4,92	0,03	0,07
SL1344_0983	3,18	10,09	0,00	0,00
SL1344_0984	0,85	3,46	0,28	0,39
SL1344_0985	0,13	3,61	0,89	0,92
SL1344_0986	0,40	3,61	0,57	0,67
SL1344_0987	0,92	5,53	0,04	0,09
SL1344_0988	1,16	4,08	0,14	0,22
SL1344_0989	0,32	3,57	0,74	0,81
SL1344_0991	4,70	9,58	0,00	0,00
SL1344_0992	4,54	7,23	0,00	0,00
SL1344_0993	0,49	3,56	0,56	0,67
SL1344_0994	-0,72	3,93	0,30	0,41
SL1344_0995	-1,14	6,68	0,00	0,00
SL1344_0997	0,29	8,18	0,21	0,31
SL1344_0998	-0,18	5,45	0,65	0,74
SL1344_0999	-1,64	6,87	0,00	0,00
SL1344_1000	-0,33	4,99	0,49	0,60
SL1344_1001	0,69	7,58	0,01	0,02
SL1344_1002	0,07	7,28	0,81	0,86
SL1344_1003	0,39	5,56	0,28	0,39
SL1344_1004	-0,36	7,17	0,18	0,27
SL1344_1005	-0,34	4,96	0,43	0,54
SL1344_1007	-2,34	7,50	0,00	0,00
SL1344_1008	-0,74	7,45	0,03	0,07
SL1344_1009	-0,27	5,85	0,43	0,54
SL1344_1010	-2,42	11,21	0,00	0,00
SL1344_1011	1,84	8,55	0,00	0,00
SL1344_1012	-1,19	4,48	0,07	0,14
SL1344_1013	-0,97	6,15	0,00	0,01
SL1344_1014	-1,68	4,74	0,00	0,01
SL1344_1015	-0,01	6,81	0,98	0,99
SL1344_1016	-0,39	5,91	0,26	0,37
SL1344_1017	1,33	4,16	0,09	0,17
SL1344_1018	0,50	5,65	0,18	0,28
SL1344_1019	0,59	6,29	0,08	0,15
SL1344_1020	-0,32	6,53	0,31	0,43
SL1344_1021	1,09	4,44	0,07	0,13
SL1344_1022	0,30	5,48	0,45	0,56
SL1344_1024	-0,16	6,41	0,59	0,69
SL1344_1025	-0,47	9,15	0,05	0,09
SL1344_tRNA0020	0,55	9,32	0,41	0,52
SL1344_1026	1,30	8,03	0,00	0,00
SL1344_1027	7,01	10,83	0,00	0,00
SL1344_1029	-3,09	6,89	0,00	0,00
SL1344_1030	-3,80	7,39	0,00	0,00
SL1344_1033	4,10	7,75	0,00	0,00
SL1344_1034	0,08	5,54	0,83	0,88
SL1344_1035	-0,30	6,07	0,36	0,47
SL1344_1036	0,36	5,56	0,34	0,45
SL1344_1037	0,87	3,11	0,42	0,53
SL1344_1038	-0,04	4,37	0,95	0,96
SL1344_1039	-1,71	3,57	0,02	0,05
SL1344_1040	-0,08	4,33	0,89	0,92
SL1344_1041	0,62	4,41	0,30	0,41
SL1344_1042	1,09	4,40	0,07	0,13
SL1344_1043	1,09	3,34	0,25	0,35
SL1344_1044	0,59	3,67	0,43	0,54
SL1344_1045	1,31	3,99	0,07	0,12
SL1344_1046	0,32	4,26	0,60	0,70
SL1344_1047	0,34	3,48	0,69	0,77
SL1344_1048	1,43	4,32	0,07	0,13
SL1344_1050	0,28	4,43	0,62	0,71
SL1344_1051	-0,95	6,06	0,00	0,01
SL1344_1052	0,09	5,99	0,78	0,85
SL1344_1053	1,27	6,11	0,00	0,00
SL1344_1054	1,13	4,85	0,06	0,12
SL1344_1055	0,90	4,92	0,15	0,24
SL1344_1056	2,26	6,15	0,00	0,00
SL1344_1058	1,03	7,63	0,00	0,00
SL1344_1060	1,39	4,89	0,00	0,01
SL1344_1061	-0,70	6,78	0,09	0,16
SL1344_1062	-0,79	10,44	0,00	0,00
SL1344_1063	1,31	9,43	0,00	0,00
SL1344_1064	2,97	8,38	0,00	0,00
SL1344_1065	0,17	6,29	0,58	0,68
SL1344_1066	2,48	5,09	0,00	0,00
SL1344_1067	2,73	3,86	0,00	0,01
SL1344_1068	2,39	4,53	0,00	0,00
SL1344_1069	1,20	4,54	0,04	0,09
SL1344_1070	1,14	4,49	0,06	0,12
SL1344_1071	0,70	5,81	0,09	0,16
SL1344_tRNA0021	-1,66	9,33	0,05	0,10
SL1344_1072	-0,90	5,65	0,03	0,06
SL1344_1073	-0,67	6,80	0,02	0,04
SL1344_1074	0,05	5,40	0,89	0,92
SL1344_1075	-0,28	6,48	0,42	0,53
SL1344_1076	0,90	4,11	0,22	0,32
SL1344_1081	1,12	3,36	0,39	0,51
SL1344_1082	-5,76	4,11	0,00	0,00
SL1344_1083	-2,79	3,96	0,00	0,00
SL1344_1084	0,23	5,57	0,52	0,63
SL1344_1085	0,16	7,83	0,51	0,62
SL1344_1086	-1,27	5,40	0,00	0,01
SL1344_1087	0,22	7,82	0,39	0,51
SL1344_1088	0,24	8,22	0,29	0,40
SL1344_1090	0,09	4,71	0,86	0,90
SL1344_1091	-1,87	3,70	0,02	0,06
SL1344_1092	-1,02	6,47	0,00	0,01
SL1344_1093	-0,16	5,99	0,64	0,73
SL1344_1094	-1,32	4,78	0,01	0,02
SL1344_1095	-1,23	4,37	0,02	0,05
SL1344_1097	-0,75	5,37	0,05	0,10
SL1344_1100	0,01	6,93	0,98	0,99
SL1344_1101	-1,39	7,29	0,00	0,00
SL1344_1102	-0,01	6,51	0,99	0,99
SL1344_1103	0,16	4,61	0,75	0,82
SL1344_1104	0,57	6,56	0,06	0,12
SL1344_1105	0,67	6,42	0,03	0,07
SL1344_1106	0,16	6,23	0,61	0,70
SL1344_1107	-0,27	6,59	0,37	0,49
SL1344_1108	-4,74	5,75	0,00	0,00
SL1344_1110	-5,45	5,24	0,00	0,00
SL1344_1111	-5,14	5,17	0,00	0,00
SL1344_1112	-5,54	4,36	0,00	0,00
SL1344_1113	-5,55	5,64	0,00	0,00
SL1344_1114	-4,69	6,52	0,00	0,00
SL1344_1115	-5,18	5,27	0,00	0,00
SL1344_1116	-4,52	6,10	0,00	0,00
SL1344_1117	-4,32	5,27	0,00	0,00
SL1344_1118	-3,96	6,34	0,00	0,00
SL1344_1119	-4,13	5,25	0,00	0,00
SL1344_1120	-4,47	7,56	0,00	0,00
SL1344_1121	-4,18	6,86	0,00	0,00
SL1344_1122	-0,93	9,17	0,00	0,00
SL1344_1123	-1,97	5,66	0,00	0,00
SL1344_1124	0,19	5,00	0,67	0,75
SL1344_1126	0,46	4,87	0,42	0,53
SL1344_1127	-0,30	10,28	0,22	0,32
SL1344_1129	-0,02	9,23	0,94	0,96
SL1344_1130	0,04	8,92	0,86	0,90
SL1344_1131	0,28	9,44	0,18	0,27
SL1344_1132	0,29	10,14	0,16	0,25
SL1344_1134	-0,19	10,43	0,43	0,54
SL1344_1135	-0,33	5,86	0,34	0,45
SL1344_1136	0,02	6,71	0,93	0,95
SL1344_1137	0,08	6,47	0,78	0,84
SL1344_1138	0,05	6,55	0,88	0,92
SL1344_1139	0,09	7,08	0,73	0,80
SL1344_1140	1,40	9,42	0,00	0,00
SL1344_1141	-0,04	6,43	0,90	0,92
SL1344_1142	0,03	6,58	0,92	0,94
SL1344_1143	0,19	6,16	0,55	0,66
SL1344_1144	0,16	6,30	0,60	0,70
SL1344_1145	-0,34	6,30	0,29	0,41
SL1344_1146	-0,05	6,59	0,85	0,89
SL1344_1147	0,37	5,90	0,29	0,40
SL1344_1148	-2,23	9,33	0,00	0,00
SL1344_1149	-0,34	7,30	0,23	0,34
SL1344_1150	0,92	7,08	0,00	0,01
SL1344_1152	-1,42	6,57	0,00	0,00
SL1344_1153	-0,43	7,10	0,12	0,20
SL1344_1154	-1,20	7,28	0,00	0,00
SL1344_1155	-0,80	5,84	0,02	0,04
SL1344_1156	-0,56	6,83	0,04	0,08
SL1344_1157	-0,46	7,90	0,09	0,16
SL1344_1158	0,09	7,12	0,74	0,81
SL1344_1159	1,18	8,03	0,00	0,00
SL1344_1160	0,79	7,72	0,00	0,00
SL1344_1161	3,40	7,74	0,00	0,00
SL1344_1162	0,28	5,63	0,43	0,54
SL1344_1163	-0,33	6,96	0,23	0,34
SL1344_1164	1,07	5,74	0,01	0,02
SL1344_1165	1,20	5,54	0,01	0,03
SL1344_1167	0,45	8,12	0,06	0,12
SL1344_1168	1,57	9,77	0,00	0,00
SL1344_1169	1,38	9,55	0,00	0,00
SL1344_1170	-0,17	7,57	0,55	0,66
SL1344_1171	-0,42	6,86	0,13	0,21
SL1344_1172	-0,85	8,44	0,00	0,00
SL1344_1173	-0,82	4,52	0,13	0,21
SL1344_1174	-0,34	4,65	0,52	0,63
SL1344_1175	-0,20	5,48	0,66	0,75
SL1344_1176	-0,63	10,40	0,00	0,01
SL1344_1177	-1,70	6,48	0,00	0,00
SL1344_1179	3,13	5,51	0,00	0,00
SL1344_1181	1,21	7,97	0,00	0,00
SL1344_1184	4,59	11,17	0,00	0,00
SL1344_tRNA0022	-0,95	5,49	0,10	0,17
SL1344_1185	1,43	7,90	0,00	0,00
SL1344_1187	0,97	7,71	0,00	0,00
SL1344_1188	3,04	7,44	0,00	0,00
SL1344_1189	1,35	5,11	0,01	0,02
SL1344_1190	1,02	6,22	0,01	0,02
SL1344_1191	1,61	6,80	0,00	0,00
SL1344_1192	1,49	5,59	0,00	0,01
SL1344_1193	0,38	4,67	0,55	0,66
SL1344_1194	0,97	4,82	0,07	0,13
SL1344_1195	3,33	4,15	0,00	0,00
SL1344_1196	-0,79	5,52	0,03	0,07
SL1344_1197	-0,97	4,80	0,05	0,10
SL1344_tRNA0023	2,18	4,73	0,00	0,00
SL1344_1198	3,34	8,22	0,00	0,00
SL1344_1199	-0,74	5,01	0,11	0,18
SL1344_1200	2,53	4,37	0,00	0,00
SL1344_1201	-1,10	5,98	0,00	0,01
SL1344_1204	8,17	8,78	0,00	0,00
SL1344_1205	0,68	7,73	0,01	0,02
SL1344_1206	0,52	4,40	0,34	0,45
SL1344_1208	0,69	4,37	0,28	0,39
SL1344_1212	0,98	7,35	0,00	0,00
SL1344_1213	0,46	5,74	0,30	0,42
SL1344_1214	0,72	4,55	0,30	0,41
SL1344_1215	1,58	6,74	0,00	0,00
SL1344_1216	-0,56	4,66	0,30	0,42
SL1344_1217	1,31	5,43	0,00	0,01
SL1344_1218	1,60	7,18	0,00	0,00
SL1344_1219	1,82	7,43	0,00	0,00
SL1344_1220	1,71	8,53	0,00	0,00
SL1344_1221	-1,48	9,78	0,00	0,00
SL1344_1222	0,73	4,49	0,26	0,37
SL1344_1223	0,18	5,08	0,72	0,80
SL1344_1224	-1,01	6,06	0,01	0,01
SL1344_1225	-1,58	10,89	0,00	0,00
SL1344_1226	0,51	6,89	0,08	0,14
SL1344_1228	-0,47	4,92	0,29	0,40
SL1344_1229	-0,79	5,13	0,12	0,20
SL1344_1230	-0,96	6,45	0,00	0,01
SL1344_1231	-1,04	5,97	0,00	0,01
SL1344_1232	-0,39	6,26	0,21	0,31
SL1344_1233	-1,06	6,99	0,00	0,00
SL1344_1234	-2,61	6,24	0,00	0,00
SL1344_1236	-1,22	4,36	0,06	0,11
SL1344_1237	-0,93	5,95	0,01	0,01
SL1344_1238	-1,02	5,62	0,00	0,01
SL1344_1239	-0,72	5,25	0,06	0,12
SL1344_1240	-0,82	5,99	0,01	0,02
SL1344_1241	-1,50	5,96	0,00	0,00
SL1344_1242	-0,82	5,21	0,08	0,14
SL1344_1243	0,90	6,86	0,00	0,01
SL1344_1244	2,23	7,90	0,00	0,00
SL1344_1245	-0,71	6,50	0,02	0,04
SL1344_1246	-2,01	8,14	0,00	0,00
SL1344_1247	2,95	5,24	0,00	0,00
SL1344_1248	2,16	5,22	0,00	0,00
SL1344_1249	1,92	5,18	0,00	0,00
SL1344_1250	1,76	5,03	0,01	0,02
SL1344_1251	2,06	6,81	0,00	0,00
SL1344_1252	1,94	6,43	0,00	0,00
SL1344_1253	-0,45	5,98	0,16	0,26
SL1344_1255	1,43	7,01	0,00	0,00
SL1344_1256	1,58	5,63	0,00	0,00
SL1344_1257	0,96	7,20	0,00	0,00
SL1344_1258	-1,47	5,85	0,00	0,00
SL1344_1259	0,41	5,91	0,21	0,31
SL1344_1261	0,48	5,96	0,18	0,28
SL1344_1262	-0,06	6,85	0,83	0,88
SL1344_1263	-1,86	8,62	0,00	0,00
SL1344_1264	3,58	8,01	0,00	0,00
SL1344_1265	2,87	8,59	0,00	0,00
SL1344_1266	-2,49	5,95	0,00	0,00
SL1344_1267	-0,53	10,56	0,02	0,04
SL1344_1268	-0,07	10,80	0,76	0,83
SL1344_1270	0,14	10,69	0,54	0,64
SL1344_1271	-0,58	6,36	0,11	0,19
SL1344_1272	1,59	11,41	0,00	0,00
SL1344_1273	0,86	10,11	0,00	0,00
SL1344_1274	-1,10	6,14	0,00	0,00
SL1344_1275	0,34	5,54	0,36	0,47
SL1344_1276	1,13	5,21	0,02	0,04
SL1344_1277	1,30	6,08	0,00	0,00
SL1344_1278	1,99	6,38	0,00	0,00
SL1344_1279	0,61	7,99	0,01	0,02
SL1344_1281	-0,88	6,35	0,01	0,02
SL1344_1282	-0,87	4,56	0,07	0,13
SL1344_1283	1,59	8,26	0,00	0,00
SL1344_1284	0,03	4,95	0,95	0,96
SL1344_1286	2,17	4,25	0,00	0,01
SL1344_1287	2,44	6,47	0,00	0,00
SL1344_1289	-0,07	3,52	0,95	0,96
SL1344_1290	-0,04	5,31	0,93	0,95
SL1344_1291	2,01	4,26	0,01	0,03
SL1344_1292	-0,77	5,32	0,05	0,11
SL1344_1293	-0,94	4,23	0,14	0,23
SL1344_1296	0,26	3,44	0,81	0,87
SL1344_1297	2,74	3,55	0,03	0,07
SL1344_1298	0,30	5,79	0,39	0,50
SL1344_1299	-0,51	7,99	0,03	0,06
SL1344_1300	-0,25	5,76	0,49	0,60
SL1344_1302	-0,40	4,18	0,50	0,61
SL1344_1303	1,12	5,03	0,02	0,04
SL1344_1304	1,50	6,93	0,00	0,00
SL1344_1305	2,18	6,40	0,00	0,00
SL1344_1306	2,38	7,29	0,00	0,00
SL1344_1307	2,48	6,40	0,00	0,00
SL1344_1308	1,76	4,82	0,00	0,01
SL1344_1309	1,79	6,22	0,00	0,00
SL1344_1312	-1,59	9,42	0,00	0,00
SL1344_1313	-1,23	4,40	0,09	0,16
SL1344_1315	0,57	3,68	0,50	0,61
SL1344_1317	1,37	4,74	0,05	0,10
SL1344_1320	0,59	6,49	0,08	0,14
SL1344_1321	1,83	4,98	0,00	0,01
SL1344_1323	-0,94	6,62	0,00	0,00
SL1344_1324	1,06	5,80	0,01	0,03
SL1344_1325	3,86	7,36	0,00	0,00
SL1344_1326	2,99	8,20	0,00	0,00
SL1344_1327	5,35	7,35	0,00	0,00
SL1344_1328	6,49	8,96	0,00	0,00
SL1344_1329	7,11	9,59	0,00	0,00
SL1344_1332	8,19	10,75	0,00	0,00
SL1344_1333	7,00	9,80	0,00	0,00
SL1344_1334	7,98	12,09	0,00	0,00
SL1344_1335	8,84	9,92	0,00	0,00
SL1344_1336	8,02	9,17	0,00	0,00
SL1344_1337	6,87	8,46	0,00	0,00
SL1344_1338	5,02	7,47	0,00	0,00
SL1344_1339	4,29	7,55	0,00	0,00
SL1344_1343	7,66	10,83	0,00	0,00
SL1344_1344	5,80	9,67	0,00	0,00
SL1344_1345	7,74	9,88	0,00	0,00
SL1344_1346	6,33	10,57	0,00	0,00
SL1344_1347	7,01	9,59	0,00	0,00
SL1344_1348	6,44	10,36	0,00	0,00
SL1344_1349	6,30	10,31	0,00	0,00
SL1344_1350	6,25	8,27	0,00	0,00
SL1344_1351	5,54	8,06	0,00	0,00
SL1344_1352	4,28	8,72	0,00	0,00
SL1344_1353	6,60	10,89	0,00	0,00
SL1344_1355	8,03	8,69	0,00	0,00
SL1344_1356	5,80	8,50	0,00	0,00
SL1344_tRNA0024	1,11	13,70	0,28	0,39
SL1344_tRNA0025	0,78	11,06	0,37	0,49
SL1344_1357	-0,33	6,33	0,29	0,40
SL1344_1358	1,58	7,45	0,00	0,00
SL1344_1359	0,97	6,41	0,00	0,01
SL1344_1360	0,01	4,62	0,98	0,99
SL1344_1361	1,59	5,01	0,01	0,02
SL1344_1362	0,01	6,90	0,95	0,97
SL1344_1363	-1,40	8,49	0,00	0,00
SL1344_1364	0,23	5,77	0,53	0,64
SL1344_1365	-0,79	8,43	0,00	0,00
SL1344_1366	-0,02	7,32	0,94	0,96
SL1344_1367	-1,82	6,26	0,00	0,00
SL1344_1368	-1,57	5,21	0,00	0,00
SL1344_1369	-0,06	5,21	0,90	0,93
SL1344_1371	-1,16	5,13	0,01	0,02
SL1344_1372	0,20	4,96	0,63	0,72
SL1344_1373	0,15	5,70	0,69	0,77
SL1344_1374	-0,06	5,42	0,90	0,93
SL1344_1376	0,45	9,52	0,06	0,11
SL1344_1377	1,01	8,98	0,00	0,00
SL1344_1378	1,19	5,05	0,03	0,06
SL1344_1379	0,89	5,22	0,05	0,10
