locus tag	logFC	logCPM	PValue	FDR
SL1344_1371	0,02	5,13	0,98	0,99
SL1344_1372	-0,30	4,96	0,69	0,81
SL1344_1373	0,49	5,70	0,39	0,57
SL1344_1374	0,29	5,42	0,71	0,82
SL1344_1376	0,63	9,52	0,01	0,05
SL1344_1377	2,28	8,98	0,00	0,00
SL1344_1378	0,28	5,05	0,80	0,88
SL1344_1379	0,67	5,22	0,39	0,56
SL1344_1380	-0,93	5,81	0,15	0,29
SL1344_1381	-0,33	8,51	0,22	0,38
SL1344_1382	0,04	5,97	0,95	0,97
SL1344_1383	-0,89	5,43	0,26	0,43
SL1344_1384	-1,95	7,61	0,00	0,00
SL1344_1385	-2,69	5,97	0,00	0,01
SL1344_1386	-0,52	6,37	0,26	0,42
SL1344_1387	0,07	5,81	0,90	0,95
SL1344_1388	-0,58	6,32	0,27	0,44
SL1344_1389	-1,46	7,69	0,00	0,00
SL1344_1390	-1,37	7,07	0,01	0,04
SL1344_1391	-0,44	8,31	0,14	0,28
SL1344_1392	0,07	6,87	0,85	0,92
SL1344_1394	1,48	6,50	0,00	0,01
SL1344_1395	-0,38	7,44	0,35	0,52
SL1344_1396	0,01	8,08	0,98	0,99
SL1344_1397	-0,68	6,38	0,13	0,26
SL1344_1398	0,95	8,88	0,00	0,01
SL1344_1400	0,95	6,97	0,04	0,10
SL1344_1401	0,53	4,67	0,51	0,67
SL1344_1402	-1,16	5,12	0,17	0,32
SL1344_1403	-4,85	3,39	0,22	0,38
SL1344_1404	-1,02	4,48	0,51	0,67
SL1344_1405	1,84	8,40	0,00	0,00
SL1344_1406	-7,47	4,49	0,00	0,01
SL1344_1407	-0,95	5,85	0,14	0,27
SL1344_1408	-0,89	7,49	0,02	0,06
SL1344_1409	-1,41	8,00	0,00	0,00
SL1344_1410	-0,89	7,94	0,00	0,01
SL1344_1411	-0,28	5,80	0,73	0,84
SL1344_1412	-1,34	5,43	0,45	0,62
SL1344_1413	-1,09	5,06	0,49	0,65
SL1344_1414	0,71	5,84	0,32	0,49
SL1344_1416	-2,35	5,47	0,00	0,01
SL1344_1417	-4,67	4,45	0,22	0,38
SL1344_1418	0,66	6,54	0,17	0,32
SL1344_1419	-0,27	5,79	0,74	0,84
SL1344_1420	-0,74	4,95	0,41	0,58
SL1344_1421	-1,05	6,02	0,05	0,13
SL1344_1422	-1,39	5,07	0,09	0,19
SL1344_1423	-0,79	4,52	0,40	0,57
SL1344_1424	-1,96	5,10	0,06	0,14
SL1344_1425	-0,72	6,16	0,34	0,51
SL1344_1426	1,02	5,97	0,07	0,16
SL1344_1427	0,38	3,54	0,78	0,87
SL1344_1428	1,81	4,17	0,08	0,17
SL1344_1429	-1,09	5,40	0,31	0,48
SL1344_1430	-1,48	5,49	0,05	0,12
SL1344_1431	0,41	5,72	0,50	0,66
SL1344_1432	0,23	7,67	0,51	0,67
SL1344_1433	0,11	7,06	0,77	0,86
SL1344_1434	0,70	3,96	0,49	0,66
SL1344_1435	-4,15	3,29	0,30	0,47
SL1344_1437	0,39	5,01	0,77	0,86
SL1344_1438	1,15	5,90	0,08	0,18
SL1344_1440	-0,31	5,88	0,63	0,77
SL1344_1441	0,04	7,88	0,89	0,94
SL1344_1442	-0,10	6,32	0,85	0,91
SL1344_1444	2,37	3,84	0,03	0,10
SL1344_1445	0,60	4,88	0,33	0,50
SL1344_1446	-3,33	4,71	0,00	0,02
SL1344_1447	-0,40	4,86	0,69	0,81
SL1344_1449	0,32	4,61	0,86	0,92
SL1344_1450	-0,98	4,71	0,50	0,66
SL1344_1451	1,94	6,62	0,00	0,00
SL1344_1452	-1,66	5,50	0,02	0,07
SL1344_1453	-1,88	5,11	0,17	0,31
SL1344_1454	-0,62	4,88	0,60	0,74
SL1344_1455	-6,97	5,04	0,01	0,03
SL1344_1456	-1,15	4,35	0,49	0,65
SL1344_1457	-0,80	6,73	0,05	0,12
SL1344_1458	0,77	3,64	0,69	0,81
SL1344_1459	0,37	4,19	0,73	0,84
SL1344_1461	0,74	4,41	0,53	0,69
SL1344_1462	2,95	5,66	0,00	0,00
SL1344_1463	2,62	4,30	0,00	0,01
SL1344_1465	2,29	5,34	0,00	0,00
SL1344_1466	1,78	6,18	0,00	0,00
SL1344_1467	3,48	6,83	0,00	0,00
SL1344_1468	3,05	4,97	0,00	0,01
SL1344_1469	4,92	6,93	0,00	0,00
SL1344_1470	0,86	6,29	0,03	0,08
SL1344_1471	4,46	7,29	0,00	0,00
SL1344_1472	4,65	7,57	0,00	0,00
SL1344_1473	5,38	7,31	0,00	0,00
SL1344_1474	1,64	4,48	0,20	0,35
SL1344_1475	-3,63	4,38	0,38	0,56
SL1344_1476	0,45	4,96	0,64	0,77
SL1344_1477	6,26	9,41	0,00	0,00
SL1344_1478	-0,60	5,90	0,48	0,65
SL1344_1481	0,65	3,86	0,65	0,78
SL1344_1482	1,03	4,39	0,48	0,64
SL1344_1483	-2,76	3,45	0,55	0,70
SL1344_1484	-0,82	5,77	0,09	0,19
SL1344_1485	1,10	4,82	0,10	0,21
SL1344_1486	-1,08	4,61	0,33	0,50
SL1344_1487	0,28	4,62	0,80	0,88
SL1344_1488	-0,26	6,19	0,58	0,73
SL1344_1489	-0,47	4,98	0,51	0,68
SL1344_1490	-1,39	4,73	0,17	0,32
SL1344_1491	-6,03	3,62	0,07	0,17
SL1344_1492	-0,65	4,74	0,39	0,56
SL1344_1493	0,42	5,82	0,49	0,66
SL1344_1496	-0,63	7,55	0,06	0,16
SL1344_1497	1,89	6,85	0,00	0,00
SL1344_1498	0,62	6,02	0,29	0,46
SL1344_1499	0,45	5,94	0,46	0,63
SL1344_1500	0,39	6,59	0,34	0,51
SL1344_1503	-1,84	10,51	0,00	0,00
SL1344_1504	1,16	3,27	0,58	0,73
SL1344_1505	-0,18	6,40	0,71	0,82
SL1344_1506	-0,98	5,32	0,23	0,39
SL1344_1507	3,34	3,66	0,00	0,01
SL1344_1508	1,33	6,13	0,04	0,12
SL1344_1509	0,01	4,78	0,99	1,00
SL1344_1510	-4,49	3,68	0,25	0,42
SL1344_1511	0,69	4,15	0,57	0,72
SL1344_1512	-2,73	4,88	0,02	0,08
SL1344_1513	-2,51	5,60	0,00	0,02
SL1344_1514	4,95	9,41	0,00	0,00
SL1344_1515	0,06	6,33	0,91	0,95
SL1344_1517	0,01	7,83	0,98	1,00
SL1344_1518	0,46	4,77	0,53	0,69
SL1344_1519	-4,62	4,50	0,22	0,38
SL1344_1520	-0,39	7,00	0,38	0,55
SL1344_1521	-1,49	4,94	0,09	0,19
SL1344_1522	-1,86	5,09	0,06	0,14
SL1344_1524	-9,22	5,49	0,00	0,00
SL1344_1525	-3,20	5,79	0,00	0,00
SL1344_1526	-1,92	5,86	0,00	0,02
SL1344_1528	4,10	8,78	0,00	0,00
SL1344_1529	4,58	8,24	0,00	0,00
SL1344_1530	5,97	8,06	0,00	0,00
SL1344_1531	5,37	8,83	0,00	0,00
SL1344_1532	6,52	9,03	0,00	0,00
SL1344_1534	-1,40	6,79	0,01	0,04
SL1344_1535	-2,86	5,64	0,00	0,02
SL1344_1536	-1,86	6,03	0,02	0,07
SL1344_1537	0,00	6,32	0,99	1,00
SL1344_1538	0,22	6,18	0,65	0,78
SL1344_1539	-0,49	5,88	0,43	0,60
SL1344_1540	-5,63	4,37	0,09	0,20
SL1344_1541	-0,60	4,53	0,61	0,75
SL1344_1542	-4,64	3,67	0,24	0,40
SL1344_1544	1,26	4,45	0,14	0,27
SL1344_1545	1,68	3,88	0,14	0,27
SL1344_1546	4,53	2,91	0,11	0,22
SL1344_1547	4,79	3,37	0,00	0,02
SL1344_1548	0,50	4,46	0,59	0,74
SL1344_1549	-4,37	4,60	0,27	0,43
SL1344_1550	4,62	4,22	0,00	0,02
SL1344_1552	-0,86	6,29	0,12	0,25
SL1344_1553	0,68	6,16	0,22	0,38
SL1344_1554	1,92	6,12	0,01	0,04
SL1344_1555	3,66	7,89	0,00	0,00
SL1344_1556	-8,23	5,94	0,00	0,00
SL1344_1557	-0,66	7,23	0,21	0,37
SL1344_1559	2,60	4,63	0,02	0,07
SL1344_1560	4,58	6,51	0,00	0,00
SL1344_1561	6,76	8,29	0,00	0,00
SL1344_1562	-5,26	3,67	0,15	0,29
SL1344_1563	5,69	8,01	0,00	0,00
SL1344_1564	4,04	6,53	0,00	0,00
SL1344_1565	6,16	6,06	0,00	0,00
SL1344_1566	5,68	5,09	0,00	0,00
SL1344_1567	3,46	6,35	0,00	0,00
SL1344_1568	-1,82	6,67	0,00	0,00
SL1344_1569	-0,22	5,13	0,74	0,84
SL1344_1570	-0,92	5,74	0,13	0,26
SL1344_1571	-1,70	7,88	0,00	0,00
SL1344_1572	2,43	3,81	0,03	0,09
SL1344_1573	0,71	5,19	0,30	0,47
SL1344_1574	1,24	4,90	0,09	0,20
SL1344_1576	1,50	7,89	0,00	0,00
SL1344_1577	-0,57	6,76	0,15	0,29
SL1344_1578	-0,87	5,37	0,27	0,44
SL1344_1581	0,18	7,10	0,70	0,82
SL1344_1582	0,52	6,30	0,24	0,41
SL1344_1583	2,22	7,75	0,00	0,00
SL1344_1584	-0,11	4,75	0,89	0,94
SL1344_1585	-0,35	5,87	0,55	0,70
SL1344_1586	-0,94	6,10	0,13	0,27
SL1344_1587	-0,29	5,99	0,59	0,73
SL1344_1588	0,51	5,36	0,47	0,63
SL1344_1589	-0,13	5,86	0,86	0,92
SL1344_1590	-0,25	7,12	0,58	0,72
SL1344_1591	-0,54	8,90	0,04	0,10
SL1344_1592	1,00	8,09	0,00	0,00
SL1344_1594	0,33	5,69	0,66	0,79
SL1344_1595	-1,07	5,08	0,48	0,64
SL1344_1596	-0,85	5,65	0,59	0,74
SL1344_1598	-1,97	3,63	0,67	0,80
SL1344_1599	1,52	4,38	0,31	0,48
SL1344_1600	-4,47	3,88	0,24	0,40
SL1344_1602	4,27	8,94	0,00	0,00
SL1344_1604	0,60	4,33	0,54	0,70
SL1344_1605	-1,53	4,31	0,28	0,45
SL1344_1606	3,21	5,87	0,00	0,00
SL1344_1607	-0,58	4,23	0,72	0,83
SL1344_1609	1,48	8,09	0,00	0,00
SL1344_1610	-7,17	4,20	0,01	0,02
SL1344_1611	2,77	7,83	0,00	0,00
SL1344_1612	0,04	9,44	0,86	0,92
SL1344_1613	-0,02	7,74	0,95	0,98
SL1344_1614	1,03	7,58	0,07	0,16
SL1344_1615	1,34	8,30	0,03	0,09
SL1344_1616	3,45	7,25	0,00	0,00
SL1344_1618	4,95	8,83	0,00	0,00
SL1344_1620	4,18	9,81	0,00	0,00
SL1344_1621	-2,55	5,15	0,05	0,13
SL1344_1622	-0,71	6,44	0,10	0,22
SL1344_1623	-1,81	5,11	0,03	0,09
SL1344_1624	-0,97	5,27	0,18	0,33
SL1344_1625	-0,25	5,33	0,69	0,81
SL1344_1626	-2,59	4,59	0,04	0,12
SL1344_1627	-1,09	6,72	0,19	0,34
SL1344_1628	6,09	9,90	0,00	0,00
SL1344_1631	-0,20	9,21	0,38	0,55
SL1344_1632	0,16	5,24	0,86	0,92
SL1344_1633	-0,95	7,89	0,01	0,03
SL1344_1634	1,08	5,16	0,14	0,28
SL1344_1636	-0,25	5,94	0,62	0,76
SL1344_1638	-5,87	4,24	0,07	0,16
SL1344_1639	-1,02	5,27	0,26	0,43
SL1344_1640	-0,25	7,07	0,55	0,70
SL1344_1641	-1,19	7,57	0,01	0,03
SL1344_1642	-1,04	5,06	0,25	0,41
SL1344_1643	-0,27	6,73	0,52	0,68
SL1344_1644	0,44	7,77	0,18	0,34
SL1344_1645	-1,40	7,01	0,00	0,01
SL1344_1646	-1,27	8,93	0,00	0,00
SL1344_1648	1,15	7,51	0,00	0,00
SL1344_1649	-1,69	5,13	0,20	0,36
SL1344_1650	0,37	5,33	0,58	0,73
SL1344_1651	-1,32	7,93	0,00	0,00
SL1344_1652	-1,21	5,88	0,16	0,31
SL1344_1653	-0,22	6,64	0,65	0,78
SL1344_1654	-0,35	5,88	0,59	0,74
SL1344_1655	-1,45	6,38	0,00	0,02
SL1344_1656	-0,61	6,20	0,18	0,34
SL1344_1657	-3,03	6,54	0,00	0,00
SL1344_1658	-1,46	5,90	0,02	0,06
SL1344_1660	-0,62	3,66	0,71	0,82
SL1344_1661	-6,27	3,98	0,04	0,11
SL1344_1662	-2,46	5,61	0,05	0,13
SL1344_1663	-0,35	5,28	0,62	0,76
SL1344_1664	0,16	5,27	0,78	0,87
SL1344_1665	2,18	9,23	0,00	0,00
SL1344_1666	1,26	7,99	0,00	0,00
SL1344_1667	-1,65	4,98	0,09	0,20
SL1344_1668	-1,11	7,16	0,08	0,18
SL1344_1670	-1,97	5,29	0,05	0,12
SL1344_1671	-0,02	6,37	0,97	0,99
SL1344_1672	0,68	5,57	0,26	0,43
SL1344_1673	0,83	7,51	0,01	0,05
SL1344_1674	1,32	6,90	0,00	0,01
SL1344_1675	0,25	6,76	0,54	0,70
SL1344_1676	0,67	6,13	0,15	0,28
SL1344_1677	-0,38	7,87	0,22	0,38
SL1344_1678	6,52	3,63	0,00	0,01
SL1344_1679	-1,45	4,28	0,30	0,47
SL1344_1680	2,03	10,06	0,00	0,00
SL1344_1681	-1,37	6,04	0,05	0,12
SL1344_1682	0,04	11,68	0,86	0,92
SL1344_1683	0,29	7,79	0,27	0,44
SL1344_1684	-0,39	6,84	0,37	0,54
SL1344_1685	-0,34	7,06	0,43	0,60
SL1344_1686	-1,66	5,18	0,03	0,09
SL1344_1687	-1,26	6,96	0,01	0,03
SL1344_tRNA0026	-1,79	6,60	0,00	0,01
SL1344_tRNA0027	-0,95	7,29	0,07	0,17
SL1344_1688	-1,37	4,75	0,36	0,53
SL1344_1689	2,15	4,09	0,21	0,36
SL1344_1690	-0,83	4,11	0,61	0,75
SL1344_1691	-1,76	5,16	0,19	0,34
SL1344_1692	-0,26	6,51	0,83	0,91
SL1344_1693	-6,09	5,43	0,06	0,15
SL1344_1694	-1,13	6,50	0,11	0,24
SL1344_1695	0,22	5,17	0,79	0,88
SL1344_1696	-0,44	7,46	0,18	0,33
SL1344_1697	0,12	6,57	0,75	0,85
SL1344_1699	-1,12	7,42	0,00	0,02
SL1344_1700	-1,19	6,77	0,01	0,05
SL1344_1701	-0,35	6,78	0,40	0,57
SL1344_1702	-1,56	5,62	0,03	0,08
SL1344_1703	-1,75	6,20	0,00	0,01
SL1344_1704	-1,00	7,30	0,01	0,03
SL1344_1705	-1,06	8,47	0,00	0,00
SL1344_1706	-2,57	5,40	0,01	0,02
SL1344_1707	0,05	7,63	0,87	0,92
SL1344_1708	-0,01	8,68	0,98	0,99
SL1344_1709	-1,16	5,61	0,10	0,22
SL1344_1711	0,65	5,29	0,35	0,52
SL1344_1712	-1,35	8,05	0,00	0,00
SL1344_1713	-2,07	7,00	0,00	0,00
SL1344_1715	-4,86	4,11	0,19	0,34
SL1344_1720	-5,05	3,82	0,18	0,33
SL1344_1721	1,75	3,65	0,42	0,59
SL1344_1723	-1,87	7,37	0,00	0,00
SL1344_1724	1,79	7,24	0,00	0,00
SL1344_1726	-2,40	4,95	0,00	0,01
SL1344_1727	0,30	5,56	0,57	0,72
SL1344_1728	-1,91	5,39	0,03	0,09
SL1344_1729	-1,80	7,64	0,00	0,00
SL1344_1730	1,74	6,49	0,00	0,00
SL1344_1731	2,02	7,06	0,00	0,00
SL1344_1732	2,12	7,71	0,00	0,00
SL1344_1733	-0,33	7,75	0,28	0,45
SL1344_1734	-0,36	5,62	0,52	0,68
SL1344_1735	-0,21	7,32	0,54	0,70
SL1344_1736	2,56	3,03	0,27	0,44
SL1344_1739	-0,04	6,57	0,93	0,96
SL1344_1740	-0,39	6,41	0,40	0,57
SL1344_1741	0,06	5,72	0,90	0,94
SL1344_1742	-1,30	7,55	0,00	0,00
SL1344_1743	-0,53	8,54	0,03	0,09
SL1344_1745	0,89	6,53	0,17	0,32
SL1344_1747	1,57	8,30	0,00	0,00
SL1344_1748	-0,28	7,17	0,57	0,71
SL1344_1749	-2,20	7,26	0,00	0,00
SL1344_1750	-0,61	7,01	0,18	0,34
SL1344_1751	-0,13	8,59	0,71	0,82
SL1344_1753	0,85	7,67	0,02	0,05
SL1344_1754	0,13	5,94	0,85	0,91
SL1344_1755	-0,26	7,03	0,55	0,70
SL1344_1756	-0,12	5,16	0,90	0,94
SL1344_1757	-0,82	6,98	0,06	0,16
SL1344_1759	3,49	9,42	0,00	0,00
SL1344_1760	3,20	9,39	0,00	0,00
SL1344_1761	3,06	10,25	0,00	0,00
SL1344_1762	4,25	5,76	0,00	0,00
SL1344_1763	2,09	5,34	0,04	0,11
SL1344_1764	-0,28	6,32	0,67	0,79
SL1344_1765	0,06	6,69	0,90	0,94
SL1344_1771	-0,71	7,81	0,08	0,19
SL1344_1772	-0,79	4,53	0,50	0,66
SL1344_1773	-1,20	9,24	0,00	0,00
SL1344_1774	-0,47	9,67	0,05	0,13
SL1344_1775	-0,78	8,25	0,01	0,05
SL1344_1776	0,56	8,32	0,04	0,11
SL1344_1777	2,10	7,47	0,00	0,00
SL1344_1778	1,11	7,98	0,00	0,00
SL1344_1779	-0,32	5,93	0,59	0,73
SL1344_1782	3,11	6,12	0,00	0,00
SL1344_1784	1,35	6,15	0,00	0,01
SL1344_1785	-0,45	3,86	0,73	0,83
SL1344_1786	1,53	6,26	0,00	0,01
SL1344_1787	1,41	6,24	0,00	0,02
SL1344_1788	0,51	3,67	0,71	0,82
SL1344_1789	3,09	5,12	0,00	0,00
SL1344_1790	-1,56	4,60	0,27	0,43
SL1344_1793	6,00	9,09	0,00	0,00
SL1344_1795	8,25	9,67	0,00	0,00
SL1344_1796	-0,08	3,03	1,00	1,00
SL1344_1800	4,64	3,64	0,08	0,18
SL1344_1805	-3,38	3,45	0,45	0,62
SL1344_1806	3,67	4,07	0,01	0,03
SL1344_1807	-3,26	5,66	0,00	0,02
SL1344_1808	-0,96	7,28	0,01	0,04
SL1344_1809	-1,16	6,98	0,01	0,02
SL1344_1811	-0,03	6,53	0,95	0,98
SL1344_1812	-0,17	6,42	0,72	0,83
SL1344_1813	-0,91	8,73	0,09	0,19
SL1344_1814	-1,68	9,40	0,00	0,00
SL1344_1815	0,44	9,10	0,25	0,41
SL1344_1817	0,14	6,92	0,72	0,83
SL1344_1818	-1,18	6,62	0,02	0,07
SL1344_1819	-1,38	7,14	0,00	0,00
SL1344_1820	0,14	8,17	0,61	0,75
SL1344_1821	1,75	5,60	0,00	0,01
SL1344_1822	1,29	8,04	0,00	0,00
SL1344_1823	-0,11	6,79	0,83	0,90
SL1344_1824	1,22	9,10	0,00	0,00
SL1344_1825	2,66	10,01	0,00	0,00
SL1344_1826	1,88	6,96	0,00	0,00
SL1344_1827	2,23	6,70	0,00	0,00
SL1344_1828	-0,97	7,10	0,05	0,13
SL1344_1829	-1,02	7,56	0,02	0,07
SL1344_1830	-5,37	4,79	0,14	0,27
SL1344_1830A	4,55	4,39	0,08	0,17
SL1344_1832	-5,07	3,72	0,16	0,31
SL1344_1833	0,54	6,40	0,31	0,48
SL1344_1834	0,12	7,96	0,72	0,83
SL1344_1835	0,72	7,51	0,05	0,14
SL1344_1836	-0,09	9,12	0,72	0,83
SL1344_1837	0,82	5,60	0,21	0,37
SL1344_1838	1,25	4,35	0,24	0,41
SL1344_1839	-0,68	6,02	0,21	0,36
SL1344_1840	-0,63	6,48	0,23	0,39
SL1344_1841	-1,11	6,02	0,10	0,22
SL1344_1842	1,28	8,03	0,10	0,21
SL1344_1843	0,00	4,87	1,00	1,00
SL1344_1844	0,13	7,99	0,66	0,79
SL1344_1845	2,97	5,79	0,00	0,00
SL1344_1846	-0,88	6,21	0,15	0,30
SL1344_1847	-3,30	4,32	0,01	0,03
SL1344_1848	-3,74	6,33	0,00	0,00
SL1344_1849	-5,49	5,97	0,00	0,00
SL1344_1850	-3,90	7,32	0,00	0,00
SL1344_1851	-4,48	7,11	0,00	0,00
SL1344_1852	-3,18	6,74	0,00	0,00
SL1344_1853	-2,00	6,14	0,00	0,00
SL1344_1854	-3,36	7,15	0,00	0,00
SL1344_1855	-2,71	7,06	0,00	0,00
SL1344_1856	-3,83	8,16	0,00	0,00
SL1344_1857	-2,23	6,09	0,00	0,00
SL1344_1858	-2,86	6,28	0,00	0,00
SL1344_1859	0,03	7,86	0,89	0,94
SL1344_1860	0,25	7,16	0,41	0,58
SL1344_1861	0,19	5,14	0,82	0,90
SL1344_1862	-1,22	6,87	0,01	0,04
SL1344_1863	-1,33	6,36	0,02	0,06
SL1344_1864	-0,11	4,10	0,94	0,97
SL1344_1865	-0,02	4,58	0,99	1,00
SL1344_1866	-4,89	4,39	0,19	0,35
SL1344_1867	-9,42	5,24	0,00	0,00
SL1344_1868	0,29	4,85	0,70	0,82
SL1344_1870	-1,46	5,41	0,03	0,08
SL1344_1871	1,35	8,36	0,00	0,00
SL1344_1872	2,97	7,34	0,00	0,00
SL1344_1873	5,28	8,28	0,00	0,00
SL1344_1874	5,11	7,50	0,00	0,00
SL1344_tRNA0028	-1,27	10,92	0,24	0,40
SL1344_tRNA0029	-1,71	12,56	0,08	0,18
SL1344_tRNA0030	-1,43	7,80	0,00	0,01
SL1344_1875	-1,05	6,10	0,04	0,10
SL1344_1876	-0,18	7,12	0,63	0,76
SL1344_1877	0,41	7,27	0,26	0,42
SL1344_1879	-1,96	4,94	0,05	0,13
SL1344_1880	-0,48	5,19	0,53	0,69
SL1344_1881	-0,11	4,79	0,90	0,94
SL1344_1882	-1,01	5,45	0,18	0,33
SL1344_1883	-0,37	7,29	0,32	0,49
SL1344_1884	-4,79	5,27	0,00	0,00
SL1344_1885	-4,47	7,82	0,00	0,00
SL1344_1887	-2,47	5,79	0,00	0,00
SL1344_1888	-4,06	10,73	0,00	0,00
SL1344_1889	-3,72	7,42	0,00	0,00
SL1344_1890	-3,59	5,05	0,00	0,00
SL1344_1891	-9,02	5,07	0,00	0,00
SL1344_1892	-0,05	5,48	0,93	0,96
SL1344_1893	-1,73	6,33	0,00	0,01
SL1344_1894	-2,54	4,22	0,05	0,13
SL1344_1896	-1,89	4,44	0,03	0,08
SL1344_1897	-7,48	3,81	0,00	0,02
SL1344_1898	-5,04	6,82	0,00	0,00
SL1344_1899	-10,74	6,54	0,00	0,00
SL1344_1900	-4,50	5,92	0,00	0,00
SL1344_1901	-3,71	5,82	0,00	0,00
SL1344_1902	-8,41	4,62	0,00	0,00
SL1344_1903	-9,22	5,24	0,00	0,00
SL1344_1904	-5,39	5,75	0,00	0,00
SL1344_1905	-2,83	6,97	0,00	0,00
SL1344_1906	-2,09	6,41	0,00	0,00
SL1344_1907	-4,34	4,94	0,00	0,00
SL1344_1908	-4,35	5,22	0,00	0,00
SL1344_1910	-7,52	4,25	0,00	0,01
SL1344_1911	-5,79	4,71	0,08	0,17
SL1344_1914	0,65	4,68	0,61	0,75
SL1344_1915	-0,95	5,89	0,22	0,38
SL1344_1917	-1,49	5,55	0,10	0,21
SL1344_1918	-0,02	3,54	0,99	1,00
SL1344_1919	-6,75	5,26	0,02	0,05
SL1344_1920	-1,18	6,82	0,02	0,07
SL1344_1921	1,31	5,82	0,09	0,19
SL1344_1923	-6,17	4,45	0,04	0,11
SL1344_1925	-0,14	6,87	0,86	0,92
SL1344_1926	2,07	5,84	0,07	0,17
SL1344_1927B	0,69	6,32	0,26	0,43
SL1344_1928	4,73	9,86	0,00	0,00
SL1344_1929	2,56	4,55	0,00	0,01
SL1344_1930	1,80	4,80	0,04	0,10
SL1344_1931	4,69	4,02	0,00	0,00
SL1344_1932	4,18	3,74	0,00	0,00
SL1344_1933	3,11	3,43	0,01	0,04
SL1344_1934	5,52	2,75	0,02	0,07
SL1344_1935	1,54	4,03	0,16	0,31
SL1344_1936	2,79	4,78	0,00	0,00
SL1344_1937	3,47	4,82	0,00	0,00
SL1344_1938	3,45	6,25	0,00	0,00
SL1344_1939	2,52	3,98	0,01	0,05
SL1344_1940	3,58	4,26	0,00	0,00
SL1344_1941	3,78	5,24	0,00	0,00
SL1344_1942	4,92	3,35	0,00	0,00
SL1344_1943	2,95	3,29	0,07	0,16
SL1344_1944	2,35	3,53	0,01	0,04
SL1344_1945	3,67	3,74	0,00	0,00
SL1344_1947	4,29	5,23	0,00	0,00
SL1344_1948	2,32	4,58	0,00	0,01
SL1344_1949	2,04	4,30	0,01	0,04
SL1344_1950	2,77	4,95	0,00	0,00
SL1344_1951	0,95	3,62	0,34	0,51
SL1344_1952	2,40	3,18	0,04	0,10
SL1344_1953	2,77	4,87	0,00	0,00
SL1344_1954	3,71	3,23	0,00	0,00
SL1344_1955	3,24	3,95	0,00	0,00
SL1344_1956	3,54	3,62	0,00	0,00
SL1344_1957	0,42	3,18	0,82	0,90
SL1344_1958	-0,60	4,75	0,54	0,69
SL1344_1959	0,93	3,59	0,46	0,63
SL1344_1960	-0,54	3,52	0,74	0,84
SL1344_1961	2,34	4,05	0,05	0,13
SL1344_1962	2,02	3,64	0,02	0,07
SL1344_1963	-0,47	3,30	0,79	0,88
SL1344_1964	0,54	3,45	0,69	0,81
SL1344_1965	-0,26	10,78	0,72	0,83
SL1344_1966	2,94	4,96	0,00	0,00
SL1344_1967	-0,71	8,81	0,02	0,05
SL1344_1968	0,61	6,90	0,06	0,15
SL1344_1969	1,42	5,09	0,01	0,03
SL1344_1973	0,60	4,29	0,46	0,63
SL1344_1974	2,42	3,68	0,02	0,07
SL1344_1976	-0,73	5,03	0,50	0,66
SL1344_tRNA0031	-1,35	9,07	0,07	0,16
SL1344_1977	0,37	5,43	0,68	0,80
SL1344_tRNA0032	-1,78	6,78	0,08	0,19
SL1344_1979	-1,32	3,95	0,37	0,54
SL1344_1982	-0,10	4,36	0,93	0,97
SL1344_1983	-2,37	4,67	0,07	0,17
SL1344_1986	0,24	6,63	0,58	0,73
SL1344_1987	1,16	5,10	0,10	0,22
SL1344_1988	0,11	5,66	0,85	0,91
SL1344_tRNA0034	0,07	7,43	0,96	0,98
SL1344_1990	-7,67	4,93	0,00	0,01
SL1344_tRNA0035	-1,85	5,12	0,07	0,17
SL1344_1991	0,98	5,01	0,25	0,42
SL1344_1992	0,19	5,27	0,80	0,88
SL1344_1993	0,15	5,42	0,83	0,91
SL1344_1994	-0,17	4,83	0,83	0,90
SL1344_1995	-2,06	5,68	0,03	0,09
SL1344_1996	-0,71	5,02	0,42	0,58
SL1344_1997	-0,48	4,97	0,50	0,66
SL1344_1999	-0,87	4,55	0,39	0,56
SL1344_2000	-1,32	4,16	0,23	0,39
SL1344_2001	-0,91	4,35	0,41	0,58
SL1344_2002	-6,96	4,17	0,01	0,03
SL1344_2003	-6,80	4,36	0,01	0,04
SL1344_2004	-6,05	4,11	0,05	0,12
SL1344_2005	-5,70	4,08	0,09	0,19
SL1344_2006	-1,01	3,92	0,51	0,67
SL1344_2007	-5,29	3,86	0,12	0,24
SL1344_2008	-5,83	4,31	0,06	0,16
SL1344_2009	-4,81	3,38	0,22	0,38
SL1344_2010	-4,58	3,91	0,22	0,38
SL1344_2011	-5,63	4,10	0,09	0,20
SL1344_2012	-0,51	5,13	0,63	0,76
SL1344_2013	0,51	4,16	0,64	0,77
SL1344_2019	-4,21	3,40	0,33	0,51
SL1344_2033	-5,06	3,65	0,19	0,34
SL1344_2034	-0,74	5,32	0,38	0,55
SL1344_2035	-0,46	8,91	0,07	0,16
SL1344_2036	0,96	6,70	0,06	0,15
SL1344_2037	4,50	8,44	0,00	0,00
SL1344_2038	-0,21	4,90	0,80	0,88
SL1344_2039	-1,91	4,33	0,19	0,34
SL1344_2040	0,54	3,97	0,70	0,82
SL1344_2041	-1,95	4,81	0,14	0,28
SL1344_2043	0,88	4,75	0,13	0,27
SL1344_2044	-0,70	5,79	0,24	0,40
