locus tag	logFC	logCPM	PValue	FDR
SL1344_0723	-1,71	8,52	0,00	0,00
SL1344_0726	0,76	6,52	0,01	0,01
SL1344_0727	0,51	7,52	0,04	0,07
SL1344_0728	1,19	7,18	0,00	0,00
SL1344_0729	1,45	7,19	0,00	0,00
SL1344_0730	0,00	9,28	0,99	0,99
SL1344_0731	-1,52	9,60	0,00	0,00
SL1344_0732	-0,56	7,86	0,06	0,10
SL1344_tRNA0014	-0,75	9,48	0,03	0,05
SL1344_tRNA0015	-0,50	7,21	0,06	0,09
SL1344_tRNA0016	-0,96	5,38	0,01	0,01
SL1344_tRNA0017	-0,79	6,70	0,00	0,01
SL1344_tRNA0018	1,04	5,00	0,03	0,05
SL1344_0733	2,13	4,99	0,00	0,00
SL1344_0734	0,90	5,47	0,03	0,05
SL1344_0735	-1,40	4,52	0,00	0,00
SL1344_0736	-1,39	5,05	0,00	0,00
SL1344_0737	-1,68	7,76	0,00	0,00
SL1344_0738	2,52	4,20	0,00	0,00
SL1344_0739	1,72	4,66	0,00	0,01
SL1344_0740	0,00	4,62	1,00	1,00
SL1344_0741	2,78	3,71	0,00	0,00
SL1344_0746	2,62	4,21	0,00	0,00
SL1344_0747	1,72	4,97	0,00	0,00
SL1344_0748	2,17	4,39	0,00	0,00
SL1344_0749	-0,21	9,53	0,29	0,36
SL1344_0750	0,02	5,66	0,95	0,96
SL1344_0751	-0,03	5,66	0,92	0,94
SL1344_0752	-1,02	4,58	0,04	0,07
SL1344_0753	0,62	5,52	0,16	0,22
SL1344_0754	1,85	3,99	0,00	0,01
SL1344_0755	-1,70	7,62	0,00	0,00
SL1344_0756	0,40	5,64	0,24	0,31
SL1344_0758	-0,01	7,53	0,96	0,97
SL1344_0759	-0,68	6,88	0,02	0,04
SL1344_0760	-1,54	6,64	0,00	0,00
SL1344_0761	-0,32	4,87	0,43	0,50
SL1344_0762	-1,13	6,59	0,00	0,00
SL1344_0763	-0,77	6,04	0,02	0,03
SL1344_0764	1,74	6,62	0,00	0,00
SL1344_0765	1,65	5,89	0,00	0,00
SL1344_0766	1,85	5,49	0,00	0,00
SL1344_0767	1,50	7,46	0,00	0,00
SL1344_0768	0,41	7,19	0,20	0,26
SL1344_0769	2,47	6,53	0,00	0,00
SL1344_0770	3,21	8,22	0,00	0,00
SL1344_0771	2,47	7,73	0,00	0,00
SL1344_0772	2,01	6,99	0,00	0,00
SL1344_0773	2,06	6,71	0,00	0,00
SL1344_0774	2,46	6,54	0,00	0,00
SL1344_0775	2,65	8,57	0,00	0,00
SL1344_0776	-0,32	8,77	0,12	0,17
SL1344_0777	-0,04	5,37	0,92	0,94
SL1344_0778	-0,50	5,28	0,14	0,20
SL1344_0779	-0,40	4,47	0,35	0,42
SL1344_0780	-0,64	3,61	0,31	0,38
SL1344_0782	-0,14	4,11	0,80	0,84
SL1344_0783	-1,13	7,23	0,00	0,00
SL1344_0785	3,11	3,49	0,00	0,01
SL1344_0786	1,80	3,48	0,03	0,05
SL1344_0787	0,57	5,12	0,14	0,20
SL1344_0788	-0,17	4,24	0,76	0,80
SL1344_0789	0,73	3,88	0,27	0,34
SL1344_0790	2,69	8,52	0,00	0,00
SL1344_0791	-1,22	5,91	0,00	0,00
SL1344_0792	-0,88	5,71	0,01	0,02
SL1344_0793	-0,73	6,46	0,01	0,02
SL1344_0794	-1,56	6,09	0,00	0,00
SL1344_0795	-1,09	5,35	0,00	0,01
SL1344_0796	-0,51	6,73	0,05	0,08
SL1344_0797	0,05	7,22	0,83	0,86
SL1344_0798	-0,15	5,84	0,62	0,67
SL1344_0801	1,19	5,36	0,00	0,01
SL1344_0802	1,41	5,69	0,00	0,00
SL1344_0803	2,32	7,67	0,00	0,00
SL1344_0804	2,14	7,23	0,00	0,00
SL1344_0805	2,70	9,51	0,00	0,00
SL1344_0806	0,42	8,59	0,07	0,11
SL1344_0807	-0,75	4,53	0,10	0,14
SL1344_0808	-1,39	10,03	0,00	0,00
SL1344_0809	0,59	5,58	0,09	0,13
SL1344_0810	1,68	6,22	0,00	0,00
SL1344_0811	2,25	6,67	0,00	0,00
SL1344_0812	-0,64	6,57	0,02	0,03
SL1344_0813	1,12	8,80	0,00	0,00
SL1344_0814	4,21	5,76	0,00	0,00
SL1344_0817	0,37	3,93	0,53	0,60
SL1344_0818	1,07	6,89	0,00	0,00
SL1344_0819	3,25	3,90	0,00	0,00
SL1344_0821	0,04	5,09	0,92	0,94
SL1344_0822	-0,31	5,82	0,33	0,40
SL1344_0823	-0,27	6,14	0,35	0,43
SL1344_0824	0,19	6,23	0,54	0,60
SL1344_0825	-0,12	5,49	0,73	0,77
SL1344_0826	-0,57	4,86	0,17	0,22
SL1344_0827	-0,16	4,63	0,70	0,75
SL1344_0828	-0,25	6,31	0,38	0,46
SL1344_0829	3,32	7,34	0,00	0,00
SL1344_0830	2,82	4,98	0,00	0,00
SL1344_0831	4,25	5,29	0,00	0,00
SL1344_0832	3,05	5,54	0,00	0,00
SL1344_0833	2,70	6,02	0,00	0,00
SL1344_0834	2,98	5,80	0,00	0,00
SL1344_0835	2,36	8,12	0,00	0,00
SL1344_0836	2,22	6,98	0,00	0,00
SL1344_0837	3,92	5,01	0,00	0,00
SL1344_0838	-0,62	7,03	0,02	0,04
SL1344_0839	1,89	8,13	0,00	0,00
SL1344_0840	-0,59	7,19	0,04	0,07
SL1344_0841	0,23	6,70	0,44	0,51
SL1344_0842	1,35	5,83	0,00	0,00
SL1344_0843	-0,74	5,26	0,05	0,07
SL1344_0844	-0,95	6,33	0,00	0,00
SL1344_0845	0,19	4,51	0,70	0,75
SL1344_0846	-0,18	6,93	0,47	0,54
SL1344_0847	0,21	4,69	0,61	0,67
SL1344_0850	-0,40	5,15	0,31	0,38
SL1344_0852	0,24	5,46	0,46	0,54
SL1344_0853	0,04	5,31	0,92	0,94
SL1344_0854	-1,17	6,62	0,00	0,00
SL1344_0855	-0,07	5,85	0,85	0,88
SL1344_0856	0,37	4,77	0,43	0,50
SL1344_0857	0,02	5,62	0,95	0,96
SL1344_0858	0,82	5,37	0,03	0,05
SL1344_0859	1,05	6,29	0,00	0,00
SL1344_0860	3,14	3,94	0,00	0,00
SL1344_0862	1,72	4,88	0,00	0,00
SL1344_0863	-1,70	8,17	0,00	0,01
SL1344_0864	-2,80	7,57	0,00	0,00
SL1344_0865	-3,51	7,86	0,00	0,00
SL1344_0866	-2,83	7,42	0,00	0,00
SL1344_0867	-2,42	8,32	0,00	0,00
SL1344_0868	-0,38	4,43	0,38	0,46
SL1344_0869	0,20	7,22	0,46	0,53
SL1344_0870	1,26	6,95	0,00	0,00
SL1344_0871	-0,69	5,06	0,08	0,11
SL1344_0872	-0,46	5,14	0,22	0,28
SL1344_0873	-0,40	6,39	0,18	0,23
SL1344_0874	1,16	5,81	0,00	0,01
SL1344_0875	1,89	5,50	0,00	0,00
SL1344_0876	0,89	5,64	0,01	0,03
SL1344_0877	-1,14	6,10	0,00	0,00
SL1344_0878	-0,04	6,29	0,88	0,90
SL1344_0879	-0,68	8,74	0,00	0,01
SL1344_0880	1,78	8,74	0,00	0,00
SL1344_0881	1,45	8,57	0,00	0,00
SL1344_0883	-0,16	9,10	0,48	0,55
SL1344_0884	0,71	10,76	0,00	0,00
SL1344_0886	3,64	4,84	0,00	0,00
SL1344_0887	1,67	4,16	0,01	0,02
SL1344_tRNA0019	-1,54	8,27	0,03	0,05
SL1344_0888	0,67	4,30	0,22	0,29
SL1344_0889	1,65	4,04	0,02	0,03
SL1344_0890	2,67	5,72	0,00	0,00
SL1344_0892	-1,17	8,93	0,00	0,00
SL1344_0893	-2,07	4,54	0,00	0,00
SL1344_0894	-2,01	6,12	0,00	0,00
SL1344_0895	0,10	6,88	0,72	0,77
SL1344_0896	-0,03	8,91	0,90	0,92
SL1344_0897	-1,64	9,29	0,00	0,00
SL1344_0898	-1,11	9,48	0,00	0,00
SL1344_0899	-0,94	7,58	0,00	0,00
SL1344_0900	-1,19	7,37	0,00	0,00
SL1344_0901	-0,80	8,94	0,00	0,00
SL1344_0902	1,67	4,96	0,00	0,00
SL1344_0903	2,09	3,32	0,03	0,05
SL1344_0904	3,21	5,01	0,00	0,00
SL1344_0905	2,08	5,46	0,00	0,00
SL1344_0906	1,53	6,11	0,00	0,00
SL1344_0907	-0,31	7,27	0,20	0,26
SL1344_0908	-1,13	5,38	0,00	0,00
SL1344_0909	4,37	11,67	0,00	0,00
SL1344_0910	-1,22	9,86	0,00	0,00
SL1344_0911	-0,86	7,33	0,00	0,00
SL1344_0912	-0,38	7,77	0,13	0,18
SL1344_0913	-0,58	4,10	0,24	0,31
SL1344_0914	-1,14	7,19	0,00	0,00
SL1344_0915	-1,54	6,50	0,00	0,00
SL1344_0916	-0,54	4,94	0,15	0,20
SL1344_0917	-0,06	8,23	0,83	0,86
SL1344_0918	0,11	12,61	0,58	0,64
SL1344_0920	2,45	5,84	0,00	0,00
SL1344_0921	0,58	7,99	0,01	0,02
SL1344_0922	-0,22	6,39	0,39	0,47
SL1344_0923	0,56	5,40	0,11	0,16
SL1344_0925	0,32	6,72	0,24	0,31
SL1344_0926	1,88	5,99	0,00	0,00
SL1344_0927	0,75	4,36	0,14	0,19
SL1344_0928	0,03	6,18	0,92	0,94
SL1344_0929	0,85	7,06	0,00	0,01
SL1344_0930	-0,34	6,26	0,26	0,33
SL1344_0931	-0,65	9,39	0,00	0,01
SL1344_0932	1,18	8,10	0,00	0,00
SL1344_0933	0,52	8,92	0,03	0,05
SL1344_0934	0,64	8,42	0,00	0,01
SL1344_0935	-0,24	7,96	0,28	0,35
SL1344_0936	-2,07	8,35	0,00	0,00
SL1344_0937	-1,28	8,95	0,00	0,00
SL1344_0938	-0,32	4,26	0,55	0,62
SL1344_0939	2,27	3,63	0,00	0,01
SL1344_0940	3,08	3,97	0,00	0,00
SL1344_0941	0,31	6,59	0,24	0,30
SL1344_0942	-0,55	7,85	0,02	0,03
SL1344_0946	0,99	4,04	0,12	0,17
SL1344_0950	-1,61	7,07	0,00	0,00
SL1344_0952	2,49	3,48	0,01	0,01
SL1344_0955	-1,34	3,69	0,02	0,03
SL1344_0958	1,51	6,55	0,00	0,00
SL1344_0959	2,92	4,26	0,00	0,00
SL1344_0961	4,35	4,61	0,00	0,00
SL1344_0962	0,09	5,98	0,76	0,81
SL1344_0964	1,67	5,68	0,00	0,00
SL1344_0965	-0,71	3,68	0,20	0,26
SL1344_0968	1,42	4,08	0,03	0,05
SL1344_0969	2,09	5,10	0,00	0,00
SL1344_0971	0,93	5,36	0,03	0,05
SL1344_0972	2,24	5,25	0,00	0,00
SL1344_0973	0,73	3,09	0,44	0,51
SL1344_0975	0,42	3,33	0,58	0,64
SL1344_0976	1,46	3,46	0,10	0,14
SL1344_0977	1,67	4,06	0,01	0,02
SL1344_0980	1,22	6,12	0,00	0,00
SL1344_0981	2,06	4,22	0,00	0,00
SL1344_0982	1,11	4,92	0,01	0,02
SL1344_0983	0,81	10,09	0,00	0,00
SL1344_0984	0,05	3,46	0,95	0,96
SL1344_0985	1,34	3,61	0,07	0,10
SL1344_0986	0,37	3,61	0,56	0,62
SL1344_0987	1,94	5,53	0,00	0,00
SL1344_0988	2,21	4,08	0,00	0,00
SL1344_0989	1,23	3,57	0,10	0,15
SL1344_0991	3,28	9,58	0,00	0,00
SL1344_0992	3,41	7,23	0,00	0,00
SL1344_0993	0,97	3,56	0,17	0,23
SL1344_0994	-0,27	3,93	0,63	0,69
SL1344_0995	-1,08	6,68	0,00	0,00
SL1344_0997	-0,19	8,18	0,41	0,48
SL1344_0998	0,45	5,45	0,19	0,25
SL1344_0999	-0,82	6,87	0,00	0,00
SL1344_1000	-0,50	4,99	0,24	0,30
SL1344_1001	1,53	7,58	0,00	0,00
SL1344_1002	0,66	7,28	0,01	0,02
SL1344_1003	0,41	5,56	0,22	0,28
SL1344_1004	-0,42	7,17	0,09	0,13
SL1344_1005	-0,50	4,96	0,19	0,25
SL1344_1007	-2,03	7,50	0,00	0,00
SL1344_1008	-0,53	7,45	0,10	0,14
SL1344_1009	-0,04	5,85	0,90	0,92
SL1344_1010	-2,05	11,21	0,00	0,00
SL1344_1011	3,06	8,55	0,00	0,00
SL1344_1012	0,71	4,48	0,14	0,20
SL1344_1013	-0,33	6,15	0,23	0,29
SL1344_1014	-0,55	4,74	0,19	0,25
SL1344_1015	0,32	6,81	0,21	0,27
SL1344_1016	-0,09	5,91	0,76	0,81
SL1344_1017	2,32	4,16	0,00	0,00
SL1344_1018	0,48	5,65	0,16	0,22
SL1344_1019	0,68	6,29	0,03	0,05
SL1344_1020	0,20	6,53	0,47	0,54
SL1344_1021	1,17	4,44	0,03	0,05
SL1344_1022	0,27	5,48	0,45	0,52
SL1344_1024	0,46	6,41	0,09	0,14
SL1344_1025	0,37	9,15	0,11	0,15
SL1344_tRNA0020	0,98	9,32	0,15	0,20
SL1344_1026	0,46	8,03	0,06	0,09
SL1344_1027	5,23	10,83	0,00	0,00
SL1344_1029	-3,14	6,89	0,00	0,00
SL1344_1030	-3,60	7,39	0,00	0,00
SL1344_1033	2,68	7,75	0,00	0,00
SL1344_1034	-0,49	5,54	0,15	0,20
SL1344_1035	-0,23	6,07	0,42	0,49
SL1344_1036	0,10	5,56	0,78	0,82
SL1344_1037	0,93	3,11	0,31	0,38
SL1344_1038	0,81	4,37	0,10	0,15
SL1344_1039	-1,29	3,57	0,03	0,05
SL1344_1040	0,37	4,33	0,46	0,53
SL1344_1041	0,48	4,41	0,37	0,44
SL1344_1042	0,85	4,40	0,12	0,17
SL1344_1043	0,66	3,34	0,44	0,51
SL1344_1044	-0,05	3,67	0,95	0,96
SL1344_1045	1,34	3,99	0,04	0,06
SL1344_1046	0,65	4,26	0,22	0,29
SL1344_1047	0,59	3,48	0,42	0,49
SL1344_1048	2,57	4,32	0,00	0,00
SL1344_1050	-0,12	4,43	0,81	0,85
SL1344_1051	-0,59	6,06	0,04	0,06
SL1344_1052	1,06	5,99	0,00	0,00
SL1344_1053	2,52	6,11	0,00	0,00
SL1344_1054	2,65	4,85	0,00	0,00
SL1344_1055	2,26	4,92	0,00	0,00
SL1344_1056	1,47	6,15	0,00	0,00
SL1344_1058	0,13	7,63	0,58	0,64
SL1344_1060	1,24	4,89	0,00	0,01
SL1344_1061	-0,74	6,78	0,06	0,09
SL1344_1062	-1,12	10,44	0,00	0,00
SL1344_1063	-0,64	9,43	0,01	0,01
SL1344_1064	1,85	8,38	0,00	0,00
SL1344_1065	-0,11	6,29	0,69	0,74
SL1344_1066	3,61	5,09	0,00	0,00
SL1344_1067	2,09	3,86	0,02	0,03
SL1344_1068	1,71	4,53	0,01	0,01
SL1344_1069	1,15	4,54	0,03	0,05
SL1344_1070	1,63	4,49	0,00	0,01
SL1344_1071	1,05	5,81	0,01	0,01
SL1344_tRNA0021	-1,89	9,33	0,03	0,05
SL1344_1072	-0,03	5,65	0,93	0,95
SL1344_1073	-0,02	6,80	0,93	0,95
SL1344_1074	0,16	5,40	0,64	0,69
SL1344_1075	0,57	6,48	0,07	0,11
SL1344_1076	1,28	4,11	0,05	0,08
SL1344_1081	2,95	3,36	0,00	0,01
SL1344_1082	-2,35	4,11	0,00	0,00
SL1344_1083	-0,34	3,96	0,52	0,59
SL1344_1084	-0,01	5,57	0,97	0,98
SL1344_1085	0,64	7,83	0,01	0,02
SL1344_1086	-0,32	5,40	0,35	0,42
SL1344_1087	0,41	7,82	0,11	0,15
SL1344_1088	-0,28	8,22	0,21	0,27
SL1344_1090	-0,66	4,71	0,15	0,20
SL1344_1091	-0,39	3,70	0,50	0,57
SL1344_1092	-0,59	6,47	0,04	0,06
SL1344_1093	-0,34	5,99	0,27	0,34
SL1344_1094	-0,76	4,78	0,05	0,08
SL1344_1095	-1,14	4,37	0,01	0,02
SL1344_1097	-0,42	5,37	0,20	0,27
SL1344_1100	0,97	6,93	0,00	0,00
SL1344_1101	-1,10	7,29	0,00	0,00
SL1344_1102	-0,58	6,51	0,05	0,07
SL1344_1103	0,55	4,61	0,23	0,29
SL1344_1104	-0,20	6,56	0,48	0,55
SL1344_1105	-0,04	6,42	0,90	0,93
SL1344_1106	-0,40	6,23	0,16	0,22
SL1344_1107	0,12	6,59	0,66	0,71
SL1344_1108	-4,00	5,75	0,00	0,00
SL1344_1110	-5,23	5,24	0,00	0,00
SL1344_1111	-5,10	5,17	0,00	0,00
SL1344_1112	-4,04	4,36	0,00	0,00
SL1344_1113	-4,80	5,64	0,00	0,00
SL1344_1114	-4,87	6,52	0,00	0,00
SL1344_1115	-4,43	5,27	0,00	0,00
SL1344_1116	-4,10	6,10	0,00	0,00
SL1344_1117	-3,43	5,27	0,00	0,00
SL1344_1118	-3,30	6,34	0,00	0,00
SL1344_1119	-3,04	5,25	0,00	0,00
SL1344_1120	-3,63	7,56	0,00	0,00
SL1344_1121	-3,23	6,86	0,00	0,00
SL1344_1122	-0,88	9,17	0,00	0,00
SL1344_1123	-0,54	5,66	0,08	0,12
SL1344_1124	0,38	5,00	0,34	0,41
SL1344_1126	0,52	4,87	0,30	0,37
SL1344_1127	0,31	10,28	0,20	0,26
SL1344_1129	0,63	9,23	0,00	0,01
SL1344_1130	0,66	8,92	0,01	0,01
SL1344_1131	0,21	9,44	0,30	0,37
SL1344_1132	0,10	10,14	0,61	0,67
SL1344_1134	0,48	10,43	0,05	0,08
SL1344_1135	0,01	5,86	0,98	0,99
SL1344_1136	0,48	6,71	0,07	0,10
SL1344_1137	0,55	6,47	0,05	0,07
SL1344_1138	0,43	6,55	0,13	0,19
SL1344_1139	-0,39	7,08	0,11	0,16
SL1344_1140	0,85	9,42	0,00	0,00
SL1344_1141	0,51	6,43	0,07	0,11
SL1344_1142	-0,14	6,58	0,65	0,70
SL1344_1143	-0,30	6,16	0,31	0,38
SL1344_1144	-0,13	6,30	0,64	0,69
SL1344_1145	-0,32	6,30	0,28	0,35
SL1344_1146	0,00	6,59	1,00	1,00
SL1344_1147	0,22	5,90	0,48	0,55
SL1344_1148	-0,85	9,33	0,00	0,00
SL1344_1149	1,02	7,30	0,00	0,00
SL1344_1150	2,41	7,08	0,00	0,00
SL1344_1152	-0,30	6,57	0,25	0,32
SL1344_1153	-0,16	7,10	0,54	0,60
SL1344_1154	-0,76	7,28	0,00	0,00
SL1344_1155	-1,08	5,84	0,00	0,00
SL1344_1156	-0,93	6,83	0,00	0,00
SL1344_1157	-1,04	7,90	0,00	0,00
SL1344_1158	-0,14	7,12	0,59	0,65
SL1344_1159	1,29	8,03	0,00	0,00
SL1344_1160	1,16	7,72	0,00	0,00
SL1344_1161	3,55	7,74	0,00	0,00
SL1344_1162	0,40	5,63	0,22	0,29
SL1344_1163	0,44	6,96	0,09	0,13
SL1344_1164	1,69	5,74	0,00	0,00
SL1344_1165	2,39	5,54	0,00	0,00
SL1344_1167	-0,46	8,12	0,05	0,08
SL1344_1168	-0,45	9,77	0,04	0,07
SL1344_1169	-0,54	9,55	0,02	0,04
SL1344_1170	-1,15	7,57	0,00	0,00
SL1344_1171	-0,23	6,86	0,37	0,44
SL1344_1172	-0,31	8,44	0,15	0,20
SL1344_1173	-0,72	4,52	0,12	0,17
SL1344_1174	0,29	4,65	0,53	0,59
SL1344_1175	0,47	5,48	0,23	0,29
SL1344_1176	-1,27	10,40	0,00	0,00
SL1344_1177	-1,75	6,48	0,00	0,00
SL1344_1179	4,73	5,51	0,00	0,00
SL1344_1181	1,55	7,97	0,00	0,00
SL1344_1184	2,45	11,17	0,00	0,00
SL1344_tRNA0022	-0,41	5,49	0,38	0,46
SL1344_1185	0,39	7,90	0,18	0,24
SL1344_1187	1,84	7,71	0,00	0,00
SL1344_1188	2,33	7,44	0,00	0,00
SL1344_1189	1,56	5,11	0,00	0,00
SL1344_1190	1,14	6,22	0,00	0,00
SL1344_1191	2,84	6,80	0,00	0,00
SL1344_1192	2,69	5,59	0,00	0,00
SL1344_1193	1,88	4,67	0,00	0,00
SL1344_1194	1,30	4,82	0,01	0,01
SL1344_1195	3,87	4,15	0,00	0,00
SL1344_1196	-0,65	5,52	0,05	0,08
SL1344_1197	-1,31	4,80	0,00	0,01
SL1344_tRNA0023	2,04	4,73	0,00	0,00
SL1344_1198	2,26	8,22	0,00	0,00
SL1344_1199	-0,79	5,01	0,05	0,08
SL1344_1200	1,42	4,37	0,04	0,06
SL1344_1201	-1,44	5,98	0,00	0,00
SL1344_1204	5,59	8,78	0,00	0,00
SL1344_1205	-0,37	7,73	0,14	0,19
SL1344_1206	0,01	4,40	0,99	0,99
SL1344_1208	1,49	4,37	0,01	0,01
SL1344_1212	0,27	7,35	0,33	0,40
SL1344_1213	2,03	5,74	0,00	0,00
SL1344_1214	2,41	4,55	0,00	0,00
SL1344_1215	3,42	6,74	0,00	0,00
SL1344_1216	-0,40	4,66	0,39	0,47
SL1344_1217	1,57	5,43	0,00	0,00
SL1344_1218	2,26	7,18	0,00	0,00
SL1344_1219	1,41	7,43	0,00	0,00
SL1344_1220	0,55	8,53	0,02	0,04
SL1344_1221	-1,24	9,78	0,00	0,00
SL1344_1222	1,61	4,49	0,00	0,01
SL1344_1223	0,79	5,08	0,07	0,11
SL1344_1224	-0,69	6,06	0,03	0,04
SL1344_1225	-2,19	10,89	0,00	0,00
SL1344_1226	0,23	6,89	0,40	0,48
SL1344_1228	-0,85	4,92	0,03	0,06
SL1344_1229	-1,16	5,13	0,01	0,02
SL1344_1230	-0,42	6,45	0,13	0,18
SL1344_1231	-1,17	5,97	0,00	0,00
SL1344_1232	-0,13	6,26	0,65	0,70
SL1344_1233	-0,35	6,99	0,17	0,22
SL1344_1234	-2,41	6,24	0,00	0,00
SL1344_1236	-0,32	4,36	0,52	0,59
SL1344_1237	-0,81	5,95	0,01	0,01
SL1344_1238	-1,70	5,62	0,00	0,00
SL1344_1239	-1,50	5,25	0,00	0,00
SL1344_1240	-1,52	5,99	0,00	0,00
SL1344_1241	-1,43	5,96	0,00	0,00
SL1344_1242	-0,40	5,21	0,30	0,37
SL1344_1243	1,68	6,86	0,00	0,00
SL1344_1244	3,78	7,90	0,00	0,00
SL1344_1245	-1,23	6,50	0,00	0,00
SL1344_1246	-3,06	8,14	0,00	0,00
SL1344_1247	1,32	5,24	0,01	0,03
SL1344_1248	1,87	5,22	0,00	0,00
SL1344_1249	1,73	5,18	0,00	0,00
SL1344_1250	1,79	5,03	0,00	0,01
SL1344_1251	3,26	6,81	0,00	0,00
SL1344_1252	2,94	6,43	0,00	0,00
SL1344_1253	-1,18	5,98	0,00	0,00
SL1344_1255	1,91	7,01	0,00	0,00
SL1344_1256	2,23	5,63	0,00	0,00
SL1344_1257	-0,11	7,20	0,69	0,74
SL1344_1258	-1,05	5,85	0,00	0,00
SL1344_1259	-0,10	5,91	0,75	0,79
SL1344_1261	0,55	5,96	0,09	0,14
SL1344_1262	0,57	6,85	0,04	0,07
SL1344_1263	-4,09	8,62	0,00	0,00
SL1344_1264	1,39	8,01	0,00	0,00
SL1344_1265	1,42	8,59	0,00	0,00
SL1344_1266	-2,93	5,95	0,00	0,00
SL1344_1267	-0,49	10,56	0,02	0,04
SL1344_1268	0,13	10,80	0,54	0,60
SL1344_1270	0,45	10,69	0,05	0,08
SL1344_1271	-0,99	6,36	0,00	0,01
SL1344_1272	-0,16	11,41	0,43	0,50
SL1344_1273	-0,50	10,11	0,02	0,04
SL1344_1274	-0,65	6,14	0,02	0,03
SL1344_1275	-0,79	5,54	0,03	0,05
SL1344_1276	0,65	5,21	0,14	0,20
SL1344_1277	1,10	6,08	0,00	0,00
SL1344_1278	1,98	6,38	0,00	0,00
SL1344_1279	-0,07	7,99	0,75	0,79
SL1344_1281	-0,14	6,35	0,63	0,68
SL1344_1282	-1,80	4,56	0,00	0,00
SL1344_1283	0,47	8,26	0,04	0,06
SL1344_1284	1,11	4,95	0,01	0,01
SL1344_1286	2,18	4,25	0,00	0,00
SL1344_1287	0,99	6,47	0,01	0,02
SL1344_1289	1,68	3,52	0,04	0,06
SL1344_1290	0,69	5,31	0,05	0,08
SL1344_1291	2,93	4,26	0,00	0,00
SL1344_1292	-0,68	5,32	0,05	0,08
SL1344_1293	-0,13	4,23	0,80	0,84
SL1344_1296	2,09	3,44	0,01	0,02
SL1344_1297	4,03	3,55	0,00	0,00
SL1344_1298	0,27	5,79	0,40	0,48
SL1344_1299	-1,38	7,99	0,00	0,00
SL1344_1300	-1,06	5,76	0,00	0,01
SL1344_1302	-0,29	4,18	0,56	0,62
SL1344_1303	0,58	5,03	0,19	0,25
SL1344_1304	0,98	6,93	0,00	0,00
SL1344_1305	1,78	6,40	0,00	0,00
SL1344_1306	1,60	7,29	0,00	0,00
SL1344_1307	1,94	6,40	0,00	0,00
SL1344_1308	1,51	4,82	0,00	0,01
SL1344_1309	1,94	6,22	0,00	0,00
SL1344_1312	-2,37	9,42	0,00	0,00
SL1344_1313	1,02	4,40	0,05	0,08
SL1344_1315	1,39	3,68	0,05	0,07
SL1344_1317	2,83	4,74	0,00	0,00
SL1344_1320	0,42	6,49	0,18	0,23
SL1344_1321	2,08	4,98	0,00	0,00
SL1344_1323	-0,50	6,62	0,05	0,08
SL1344_1324	0,85	5,80	0,03	0,04
SL1344_1325	2,74	7,36	0,00	0,00
SL1344_1326	2,29	8,20	0,00	0,00
SL1344_1327	4,71	7,35	0,00	0,00
SL1344_1328	5,66	8,96	0,00	0,00
SL1344_1329	5,52	9,59	0,00	0,00
SL1344_1332	7,24	10,75	0,00	0,00
SL1344_1333	6,05	9,80	0,00	0,00
SL1344_1334	6,49	12,09	0,00	0,00
SL1344_1335	7,34	9,92	0,00	0,00
SL1344_1336	6,22	9,17	0,00	0,00
SL1344_1337	5,41	8,46	0,00	0,00
SL1344_1338	3,95	7,47	0,00	0,00
SL1344_1339	3,25	7,55	0,00	0,00
SL1344_1343	6,86	10,83	0,00	0,00
SL1344_1344	5,07	9,67	0,00	0,00
SL1344_1345	7,09	9,88	0,00	0,00
SL1344_1346	5,23	10,57	0,00	0,00
SL1344_1347	6,38	9,59	0,00	0,00
SL1344_1348	5,12	10,36	0,00	0,00
SL1344_1349	4,13	10,31	0,00	0,00
SL1344_1350	3,96	8,27	0,00	0,00
SL1344_1351	3,37	8,06	0,00	0,00
SL1344_1352	2,33	8,72	0,00	0,00
SL1344_1353	6,16	10,89	0,00	0,00
SL1344_1355	7,10	8,69	0,00	0,00
SL1344_1356	4,22	8,50	0,00	0,00
SL1344_tRNA0024	1,21	13,70	0,24	0,31
SL1344_tRNA0025	0,92	11,06	0,30	0,37
SL1344_1357	-0,16	6,33	0,56	0,62
SL1344_1358	0,97	7,45	0,00	0,00
SL1344_1359	0,63	6,41	0,05	0,07
SL1344_1360	0,52	4,62	0,26	0,33
SL1344_1361	2,82	5,01	0,00	0,00
SL1344_1362	0,59	6,90	0,01	0,03
SL1344_1363	-1,63	8,49	0,00	0,00
SL1344_1364	-0,10	5,77	0,78	0,82
SL1344_1365	-0,77	8,43	0,00	0,00
SL1344_1366	1,12	7,32	0,00	0,00
SL1344_1367	-1,05	6,26	0,00	0,00
SL1344_1368	-1,24	5,21	0,00	0,01
SL1344_1369	1,17	5,21	0,01	0,01
SL1344_1371	-0,77	5,13	0,04	0,06
SL1344_1372	-0,45	4,96	0,25	0,31
SL1344_1373	0,03	5,70	0,92	0,94
SL1344_1374	1,01	5,42	0,01	0,02
SL1344_1376	-1,06	9,52	0,00	0,00
SL1344_1377	0,68	8,98	0,00	0,01
SL1344_1378	1,78	5,05	0,00	0,00
SL1344_1379	1,31	5,22	0,00	0,00
SL1344_1380	-0,52	5,81	0,11	0,15
SL1344_1381	-0,04	8,51	0,86	0,89
SL1344_1382	-0,85	5,97	0,02	0,03
SL1344_1383	0,11	5,43	0,75	0,79
