locus tag	logFC	logCPM	PValue	FDR
SL1344_0712	-0,47	8,44	0,06	0,12
SL1344_0714	3,84	7,48	0,00	0,00
SL1344_0715	3,65	7,06	0,00	0,00
SL1344_0716	2,76	8,29	0,00	0,00
SL1344_0717	2,39	8,04	0,00	0,00
SL1344_0718	0,59	9,98	0,01	0,02
SL1344_0719	-0,61	9,66	0,01	0,02
SL1344_0720	-1,04	9,42	0,00	0,00
SL1344_0721	-1,93	8,72	0,00	0,00
SL1344_0722	-0,54	9,01	0,03	0,07
SL1344_0723	-0,24	8,52	0,34	0,46
SL1344_0726	-0,68	6,52	0,07	0,13
SL1344_0727	-0,23	7,52	0,44	0,56
SL1344_0728	0,37	7,18	0,28	0,40
SL1344_0729	0,18	7,19	0,58	0,69
SL1344_0730	-0,19	9,28	0,39	0,52
SL1344_0731	-0,52	9,60	0,02	0,06
SL1344_0732	0,20	7,86	0,53	0,64
SL1344_tRNA0014	-3,20	9,48	0,00	0,00
SL1344_tRNA0015	-3,43	7,21	0,00	0,00
SL1344_tRNA0016	-2,49	5,38	0,00	0,00
SL1344_tRNA0017	-2,01	6,70	0,00	0,00
SL1344_tRNA0018	0,86	5,00	0,16	0,26
SL1344_0733	-0,54	4,99	0,52	0,63
SL1344_0734	-0,14	5,47	0,81	0,87
SL1344_0735	-0,61	4,52	0,28	0,40
SL1344_0736	-1,82	5,05	0,00	0,01
SL1344_0737	-0,29	7,76	0,25	0,37
SL1344_0738	2,97	4,20	0,00	0,00
SL1344_0739	2,46	4,66	0,00	0,00
SL1344_0740	0,58	4,62	0,34	0,47
SL1344_0741	2,10	3,71	0,07	0,14
SL1344_0746	2,04	4,21	0,05	0,10
SL1344_0747	2,24	4,97	0,00	0,00
SL1344_0748	1,83	4,39	0,03	0,07
SL1344_0749	-0,53	9,53	0,01	0,04
SL1344_0750	0,37	5,66	0,40	0,52
SL1344_0751	0,25	5,66	0,54	0,65
SL1344_0752	0,12	4,58	0,84	0,89
SL1344_0753	1,06	5,52	0,05	0,11
SL1344_0754	-1,78	3,99	0,20	0,31
SL1344_0755	-1,56	7,62	0,00	0,00
SL1344_0756	-0,16	5,64	0,74	0,81
SL1344_0758	0,88	7,53	0,00	0,01
SL1344_0759	0,80	6,88	0,01	0,04
SL1344_0760	0,54	6,64	0,07	0,14
SL1344_0761	0,47	4,87	0,36	0,48
SL1344_0762	0,68	6,59	0,05	0,11
SL1344_0763	-0,62	6,04	0,13	0,22
SL1344_0764	2,62	6,62	0,00	0,00
SL1344_0765	2,60	5,89	0,00	0,00
SL1344_0766	2,41	5,49	0,00	0,00
SL1344_0767	4,44	7,46	0,00	0,00
SL1344_0768	2,79	7,19	0,00	0,00
SL1344_0769	3,50	6,53	0,00	0,00
SL1344_0770	3,96	8,22	0,00	0,00
SL1344_0771	4,56	7,73	0,00	0,00
SL1344_0772	4,20	6,99	0,00	0,00
SL1344_0773	4,15	6,71	0,00	0,00
SL1344_0774	4,55	6,54	0,00	0,00
SL1344_0775	-0,25	8,57	0,31	0,43
SL1344_0776	0,51	8,77	0,02	0,05
SL1344_0777	-2,27	5,37	0,00	0,00
SL1344_0778	-3,65	5,28	0,00	0,00
SL1344_0779	-0,61	4,47	0,31	0,44
SL1344_0780	-0,71	3,61	0,45	0,57
SL1344_0782	-1,63	4,11	0,10	0,17
SL1344_0783	-0,49	7,23	0,07	0,14
SL1344_0785	-2,66	3,49	0,36	0,48
SL1344_0786	-3,96	3,48	0,15	0,24
SL1344_0787	0,85	5,12	0,09	0,17
SL1344_0788	-0,23	4,24	0,77	0,84
SL1344_0789	1,43	3,88	0,09	0,16
SL1344_0790	3,43	8,52	0,00	0,00
SL1344_0791	0,46	5,91	0,18	0,29
SL1344_0792	-0,02	5,71	0,95	0,97
SL1344_0793	0,04	6,46	0,90	0,93
SL1344_0794	-0,15	6,09	0,65	0,75
SL1344_0795	-0,64	5,35	0,16	0,26
SL1344_0796	-2,22	6,73	0,00	0,00
SL1344_0797	-1,09	7,22	0,00	0,00
SL1344_0798	-0,07	5,84	0,85	0,90
SL1344_0801	-1,26	5,36	0,08	0,14
SL1344_0802	-0,05	5,69	0,92	0,94
SL1344_0803	0,26	7,67	0,40	0,52
SL1344_0804	0,16	7,23	0,63	0,73
SL1344_0805	0,28	9,51	0,25	0,37
SL1344_0806	1,55	8,59	0,00	0,00
SL1344_0807	-1,30	4,53	0,05	0,11
SL1344_0808	-1,28	10,03	0,00	0,00
SL1344_0809	-0,12	5,58	0,80	0,86
SL1344_0810	0,06	6,22	0,90	0,93
SL1344_0811	-0,22	6,67	0,62	0,72
SL1344_0812	-1,33	6,57	0,00	0,00
SL1344_0813	-0,06	8,80	0,77	0,84
SL1344_0814	-0,94	5,76	0,45	0,57
SL1344_0817	-1,13	3,93	0,28	0,40
SL1344_0818	-1,76	6,89	0,00	0,00
SL1344_0819	1,46	3,90	0,29	0,42
SL1344_0821	-0,13	5,09	0,82	0,87
SL1344_0822	-0,57	5,82	0,18	0,29
SL1344_0823	-1,08	6,14	0,01	0,03
SL1344_0824	-0,74	6,23	0,08	0,15
SL1344_0825	0,51	5,49	0,24	0,36
SL1344_0826	0,16	4,86	0,75	0,82
SL1344_0827	-0,72	4,63	0,26	0,38
SL1344_0828	-0,67	6,31	0,08	0,16
SL1344_0829	3,62	7,34	0,00	0,00
SL1344_0830	2,88	4,98	0,00	0,00
SL1344_0831	4,73	5,29	0,00	0,00
SL1344_0832	3,33	5,54	0,00	0,00
SL1344_0833	2,21	6,02	0,00	0,00
SL1344_0834	1,49	5,80	0,01	0,02
SL1344_0835	5,74	8,12	0,00	0,00
SL1344_0836	3,90	6,98	0,00	0,00
SL1344_0837	1,26	5,01	0,20	0,31
SL1344_0838	0,63	7,03	0,04	0,09
SL1344_0839	3,01	8,13	0,00	0,00
SL1344_0840	-0,55	7,19	0,10	0,19
SL1344_0841	1,89	6,70	0,00	0,00
SL1344_0842	0,26	5,83	0,62	0,72
SL1344_0843	-1,03	5,26	0,05	0,10
SL1344_0844	-2,12	6,33	0,00	0,00
SL1344_0845	-1,30	4,51	0,14	0,23
SL1344_0846	-1,75	6,93	0,00	0,00
SL1344_0847	-2,52	4,69	0,00	0,01
SL1344_0850	0,17	5,15	0,73	0,81
SL1344_0852	-0,75	5,46	0,12	0,21
SL1344_0853	-0,27	5,31	0,59	0,70
SL1344_0854	0,27	6,62	0,43	0,55
SL1344_0855	1,05	5,85	0,01	0,03
SL1344_0856	0,25	4,77	0,70	0,79
SL1344_0857	0,32	5,62	0,45	0,57
SL1344_0858	0,07	5,37	0,90	0,93
SL1344_0859	-1,81	6,29	0,00	0,00
SL1344_0860	2,45	3,94	0,03	0,08
SL1344_0862	0,13	4,88	0,86	0,90
SL1344_0863	0,24	8,17	0,63	0,73
SL1344_0864	-1,04	7,57	0,00	0,00
SL1344_0865	-1,79	7,86	0,00	0,01
SL1344_0866	-1,25	7,42	0,00	0,00
SL1344_0867	-2,32	8,32	0,00	0,00
SL1344_0868	-0,14	4,43	0,82	0,87
SL1344_0869	1,90	7,22	0,00	0,00
SL1344_0870	2,43	6,95	0,00	0,00
SL1344_0871	-0,75	5,06	0,16	0,26
SL1344_0872	-0,19	5,14	0,70	0,78
SL1344_0873	-0,01	6,39	0,98	0,99
SL1344_0874	1,46	5,81	0,00	0,01
SL1344_0875	-0,70	5,50	0,29	0,41
SL1344_0876	-1,70	5,64	0,01	0,02
SL1344_0877	-1,73	6,10	0,00	0,00
SL1344_0878	-1,36	6,29	0,00	0,00
SL1344_0879	1,55	8,74	0,00	0,00
SL1344_0880	2,25	8,74	0,00	0,00
SL1344_0881	1,83	8,57	0,00	0,00
SL1344_0883	0,43	9,10	0,07	0,14
SL1344_0884	1,40	10,76	0,00	0,00
SL1344_0886	2,98	4,84	0,00	0,00
SL1344_0887	0,57	4,16	0,55	0,65
SL1344_tRNA0019	-2,29	8,27	0,01	0,02
SL1344_0888	-0,59	4,30	0,51	0,62
SL1344_0889	1,27	4,04	0,18	0,29
SL1344_0890	-0,99	5,72	0,23	0,34
SL1344_0892	-1,58	8,93	0,00	0,00
SL1344_0893	-0,75	4,54	0,16	0,26
SL1344_0894	-1,01	6,12	0,01	0,01
SL1344_0895	-1,38	6,88	0,00	0,00
SL1344_0896	1,33	8,91	0,00	0,00
SL1344_0897	-0,44	9,29	0,04	0,08
SL1344_0898	-0,53	9,48	0,01	0,03
SL1344_0899	-0,07	7,58	0,78	0,85
SL1344_0900	-0,45	7,37	0,13	0,22
SL1344_0901	-0,20	8,94	0,36	0,48
SL1344_0902	1,27	4,96	0,03	0,07
SL1344_0903	1,29	3,32	0,37	0,49
SL1344_0904	3,75	5,01	0,00	0,00
SL1344_0905	1,24	5,46	0,02	0,06
SL1344_0906	3,93	6,11	0,00	0,00
SL1344_0907	0,06	7,27	0,83	0,89
SL1344_0908	-1,08	5,38	0,02	0,06
SL1344_0909	6,82	11,67	0,00	0,00
SL1344_0910	-0,10	9,86	0,67	0,76
SL1344_0911	-1,46	7,33	0,00	0,00
SL1344_0912	0,20	7,77	0,46	0,57
SL1344_0913	-0,58	4,10	0,41	0,54
SL1344_0914	-0,27	7,19	0,36	0,48
SL1344_0915	-0,31	6,50	0,33	0,45
SL1344_0916	-0,51	4,94	0,31	0,43
SL1344_0917	-1,57	8,23	0,00	0,00
SL1344_0918	-0,57	12,61	0,00	0,01
SL1344_0920	0,23	5,84	0,72	0,80
SL1344_0921	-0,21	7,99	0,40	0,52
SL1344_0922	-0,38	6,39	0,25	0,36
SL1344_0923	-0,18	5,40	0,73	0,80
SL1344_0925	-0,59	6,72	0,09	0,16
SL1344_0926	0,93	5,99	0,04	0,09
SL1344_0927	-0,68	4,36	0,42	0,54
SL1344_0928	-0,46	6,18	0,26	0,38
SL1344_0929	0,63	7,06	0,05	0,10
SL1344_0930	-0,25	6,26	0,51	0,62
SL1344_0931	0,37	9,39	0,09	0,16
SL1344_0932	0,72	8,10	0,01	0,02
SL1344_0933	1,21	8,92	0,00	0,00
SL1344_0934	1,12	8,42	0,00	0,00
SL1344_0935	-0,42	7,96	0,09	0,17
SL1344_0936	-3,47	8,35	0,00	0,00
SL1344_0937	-0,84	8,95	0,00	0,00
SL1344_0938	0,68	4,26	0,31	0,43
SL1344_0939	0,81	3,63	0,51	0,62
SL1344_0940	-0,63	3,97	0,70	0,78
SL1344_0941	-2,14	6,59	0,00	0,00
SL1344_0942	-0,39	7,85	0,13	0,22
SL1344_0946	1,04	4,04	0,20	0,32
SL1344_0950	-2,20	7,07	0,00	0,00
SL1344_0952	0,66	3,48	0,66	0,75
SL1344_0955	-3,38	3,69	0,01	0,02
SL1344_0958	-1,90	6,55	0,00	0,00
SL1344_0959	-4,22	4,26	0,11	0,19
SL1344_0961	0,63	4,61	0,65	0,75
SL1344_0962	-1,78	5,98	0,00	0,00
SL1344_0964	-1,55	5,68	0,03	0,07
SL1344_0965	-3,21	3,68	0,01	0,02
SL1344_0968	0,63	4,08	0,49	0,61
SL1344_0969	0,73	5,10	0,26	0,38
SL1344_0971	0,44	5,36	0,43	0,55
SL1344_0972	1,88	5,25	0,00	0,01
SL1344_0973	0,80	3,09	0,53	0,64
SL1344_0975	-1,50	3,33	0,33	0,45
SL1344_0976	2,43	3,46	0,02	0,05
SL1344_0977	0,75	4,06	0,43	0,55
SL1344_0980	0,36	6,12	0,37	0,49
SL1344_0981	1,31	4,22	0,13	0,22
SL1344_0982	0,89	4,92	0,13	0,22
SL1344_0983	4,45	10,09	0,00	0,00
SL1344_0984	0,69	3,46	0,47	0,59
SL1344_0985	1,00	3,61	0,32	0,45
SL1344_0986	-2,19	3,61	0,11	0,19
SL1344_0987	1,29	5,53	0,01	0,04
SL1344_0988	-0,52	4,08	0,68	0,77
SL1344_0989	-0,52	3,57	0,70	0,78
SL1344_0991	5,51	9,58	0,00	0,00
SL1344_0992	5,11	7,23	0,00	0,00
SL1344_0993	0,27	3,56	0,81	0,87
SL1344_0994	0,27	3,93	0,71	0,79
SL1344_0995	-0,14	6,68	0,66	0,76
SL1344_0997	0,56	8,18	0,02	0,05
SL1344_0998	-1,07	5,45	0,05	0,11
SL1344_0999	-1,77	6,87	0,00	0,00
SL1344_1000	-0,21	4,99	0,71	0,79
SL1344_1001	-0,35	7,58	0,25	0,37
SL1344_1002	-0,37	7,28	0,24	0,35
SL1344_1003	-0,15	5,56	0,75	0,82
SL1344_1004	-0,10	7,17	0,73	0,81
SL1344_1005	-0,76	4,96	0,17	0,27
SL1344_1007	-2,66	7,50	0,00	0,00
SL1344_1008	-1,19	7,45	0,00	0,01
SL1344_1009	-0,65	5,85	0,13	0,22
SL1344_1010	-1,83	11,21	0,00	0,00
SL1344_1011	0,12	8,55	0,67	0,76
SL1344_1012	0,27	4,48	0,68	0,77
SL1344_1013	-0,90	6,15	0,02	0,04
SL1344_1014	-1,32	4,74	0,05	0,10
SL1344_1015	-0,38	6,81	0,23	0,35
SL1344_1016	-0,05	5,91	0,90	0,94
SL1344_1017	0,09	4,16	0,94	0,96
SL1344_1018	0,19	5,65	0,67	0,76
SL1344_1019	0,01	6,29	0,98	0,99
SL1344_1020	-0,38	6,53	0,29	0,42
SL1344_1021	0,59	4,44	0,45	0,57
SL1344_1022	-0,34	5,48	0,50	0,62
SL1344_1024	-0,69	6,41	0,06	0,13
SL1344_1025	-0,22	9,15	0,35	0,47
SL1344_tRNA0020	1,76	9,32	0,02	0,05
SL1344_1026	1,96	8,03	0,00	0,00
SL1344_1027	8,03	10,83	0,00	0,00
SL1344_1029	-1,79	6,89	0,00	0,00
SL1344_1030	-3,34	7,39	0,00	0,00
SL1344_1033	4,49	7,75	0,00	0,00
SL1344_1034	0,19	5,54	0,65	0,75
SL1344_1035	0,46	6,07	0,18	0,29
SL1344_1036	0,18	5,56	0,69	0,78
SL1344_1037	1,74	3,11	0,13	0,23
SL1344_1038	0,54	4,37	0,42	0,54
SL1344_1039	-6,24	3,57	0,00	0,00
SL1344_1040	0,01	4,33	0,98	0,99
SL1344_1041	0,43	4,41	0,55	0,66
SL1344_1042	1,30	4,40	0,06	0,13
SL1344_1043	2,50	3,34	0,01	0,03
SL1344_1044	0,77	3,67	0,38	0,51
SL1344_1045	1,27	3,99	0,14	0,23
SL1344_1046	0,67	4,26	0,35	0,47
SL1344_1047	0,98	3,48	0,31	0,43
SL1344_1048	1,05	4,32	0,30	0,42
SL1344_1050	0,02	4,43	0,97	0,99
SL1344_1051	-0,24	6,06	0,49	0,60
SL1344_1052	-1,80	5,99	0,00	0,01
SL1344_1053	-1,38	6,11	0,04	0,08
SL1344_1054	-1,33	4,85	0,22	0,34
SL1344_1055	0,58	4,92	0,47	0,58
SL1344_1056	1,94	6,15	0,00	0,00
SL1344_1058	1,36	7,63	0,00	0,00
SL1344_1060	-1,15	4,89	0,14	0,24
SL1344_1061	-0,37	6,78	0,42	0,54
SL1344_1062	-0,57	10,44	0,01	0,02
SL1344_1063	1,82	9,43	0,00	0,00
SL1344_1064	3,25	8,38	0,00	0,00
SL1344_1065	0,82	6,29	0,01	0,03
SL1344_1066	3,32	5,09	0,00	0,00
SL1344_1067	3,68	3,86	0,00	0,00
SL1344_1068	3,07	4,53	0,00	0,00
SL1344_1069	1,31	4,54	0,05	0,11
SL1344_1070	1,49	4,49	0,03	0,08
SL1344_1071	1,91	5,81	0,00	0,00
SL1344_tRNA0021	-3,72	9,33	0,00	0,00
SL1344_1072	-1,25	5,65	0,02	0,04
SL1344_1073	-1,03	6,80	0,00	0,01
SL1344_1074	-0,02	5,40	0,96	0,98
SL1344_1075	-0,65	6,48	0,14	0,23
SL1344_1076	0,74	4,11	0,41	0,53
SL1344_1081	-2,89	3,36	0,32	0,45
SL1344_1082	-7,75	4,11	0,00	0,00
SL1344_1083	-6,49	3,96	0,00	0,00
SL1344_1084	0,18	5,57	0,67	0,76
SL1344_1085	-0,17	7,83	0,51	0,62
SL1344_1086	-1,81	5,40	0,00	0,01
SL1344_1087	0,59	7,82	0,04	0,08
SL1344_1088	0,24	8,22	0,31	0,43
SL1344_1090	0,41	4,71	0,46	0,58
SL1344_1091	-2,10	3,70	0,06	0,12
SL1344_1092	-0,81	6,47	0,03	0,06
SL1344_1093	0,17	5,99	0,66	0,76
SL1344_1094	-0,86	4,78	0,11	0,20
SL1344_1095	-3,31	4,37	0,00	0,00
SL1344_1097	-1,15	5,37	0,02	0,05
SL1344_1100	0,31	6,93	0,33	0,46
SL1344_1101	-1,03	7,29	0,00	0,00
SL1344_1102	0,12	6,51	0,73	0,80
SL1344_1103	0,20	4,61	0,75	0,82
SL1344_1104	0,74	6,56	0,03	0,07
SL1344_1105	1,22	6,42	0,00	0,00
SL1344_1106	0,41	6,23	0,23	0,34
SL1344_1107	0,31	6,59	0,35	0,47
SL1344_1108	-3,20	5,75	0,00	0,00
SL1344_1110	-5,43	5,24	0,00	0,00
SL1344_1111	-9,32	5,17	0,00	0,00
SL1344_1112	-5,23	4,36	0,00	0,00
SL1344_1113	-5,77	5,64	0,00	0,00
SL1344_1114	-5,80	6,52	0,00	0,00
SL1344_1115	-6,34	5,27	0,00	0,00
SL1344_1116	-4,47	6,10	0,00	0,00
SL1344_1117	-9,20	5,27	0,00	0,00
SL1344_1118	-3,85	6,34	0,00	0,00
SL1344_1119	-5,20	5,25	0,00	0,00
SL1344_1120	-4,17	7,56	0,00	0,00
SL1344_1121	-5,26	6,86	0,00	0,00
SL1344_1122	-0,76	9,17	0,00	0,01
SL1344_1123	-2,34	5,66	0,00	0,00
SL1344_1124	0,15	5,00	0,78	0,85
SL1344_1126	0,74	4,87	0,27	0,39
SL1344_1127	-1,12	10,28	0,00	0,00
SL1344_1129	-0,73	9,23	0,00	0,01
SL1344_1130	-0,51	8,92	0,04	0,09
SL1344_1131	0,33	9,44	0,12	0,21
SL1344_1132	0,91	10,14	0,00	0,00
SL1344_1134	-0,63	10,43	0,01	0,03
SL1344_1135	-0,22	5,86	0,58	0,69
SL1344_1136	-0,43	6,71	0,21	0,32
SL1344_1137	-1,09	6,47	0,01	0,02
SL1344_1138	-0,37	6,55	0,32	0,44
SL1344_1139	0,35	7,08	0,20	0,31
SL1344_1140	2,64	9,42	0,00	0,00
SL1344_1141	-1,71	6,43	0,00	0,00
SL1344_1142	0,20	6,58	0,58	0,69
SL1344_1143	0,20	6,16	0,58	0,68
SL1344_1144	0,35	6,30	0,29	0,42
SL1344_1145	-0,01	6,30	0,98	0,99
SL1344_1146	-0,35	6,59	0,31	0,43
SL1344_1147	0,24	5,90	0,56	0,67
SL1344_1148	-4,48	9,33	0,00	0,00
SL1344_1149	-2,99	7,30	0,00	0,00
SL1344_1150	-0,39	7,08	0,34	0,46
SL1344_1152	-2,82	6,57	0,00	0,00
SL1344_1153	-0,26	7,10	0,39	0,51
SL1344_1154	-1,00	7,28	0,00	0,00
SL1344_1155	-0,47	5,84	0,21	0,33
SL1344_1156	-0,35	6,83	0,24	0,35
SL1344_1157	-0,12	7,90	0,67	0,76
SL1344_1158	0,18	7,12	0,54	0,65
SL1344_1159	1,48	8,03	0,00	0,00
SL1344_1160	0,93	7,72	0,00	0,00
SL1344_1161	4,13	7,74	0,00	0,00
SL1344_1162	-1,60	5,63	0,01	0,02
SL1344_1163	-1,50	6,96	0,00	0,00
SL1344_1164	1,10	5,74	0,02	0,04
SL1344_1165	-1,31	5,54	0,13	0,22
SL1344_1167	1,19	8,12	0,00	0,00
SL1344_1168	2,55	9,77	0,00	0,00
SL1344_1169	2,23	9,55	0,00	0,00
SL1344_1170	0,59	7,57	0,04	0,09
SL1344_1171	0,21	6,86	0,47	0,59
SL1344_1172	-0,99	8,44	0,00	0,00
SL1344_1173	-0,24	4,52	0,70	0,78
SL1344_1174	0,37	4,65	0,54	0,65
SL1344_1175	-0,34	5,48	0,54	0,65
SL1344_1176	-0,05	10,40	0,82	0,88
SL1344_1177	-1,38	6,48	0,00	0,00
SL1344_1179	1,71	5,51	0,07	0,14
SL1344_1181	2,21	7,97	0,00	0,00
SL1344_1184	5,12	11,17	0,00	0,00
SL1344_tRNA0022	0,90	5,49	0,10	0,18
SL1344_1185	1,90	7,90	0,00	0,00
SL1344_1187	0,28	7,71	0,37	0,49
SL1344_1188	4,38	7,44	0,00	0,00
SL1344_1189	0,92	5,11	0,13	0,23
SL1344_1190	1,27	6,22	0,00	0,01
SL1344_1191	0,98	6,80	0,02	0,04
SL1344_1192	-0,04	5,59	0,95	0,97
SL1344_1193	0,89	4,67	0,23	0,35
SL1344_1194	0,71	4,82	0,28	0,40
SL1344_1195	2,09	4,15	0,11	0,19
SL1344_1196	-0,32	5,52	0,44	0,56
SL1344_1197	-1,10	4,80	0,07	0,14
SL1344_tRNA0023	2,24	4,73	0,00	0,01
SL1344_1198	4,14	8,22	0,00	0,00
SL1344_1199	-0,57	5,01	0,30	0,42
SL1344_1200	3,09	4,37	0,00	0,00
SL1344_1201	-0,86	5,98	0,03	0,07
SL1344_1204	9,01	8,78	0,00	0,00
SL1344_1205	0,82	7,73	0,00	0,01
SL1344_1206	-0,08	4,40	0,91	0,94
SL1344_1208	-0,81	4,37	0,42	0,54
SL1344_1212	1,52	7,35	0,00	0,00
SL1344_1213	-0,80	5,74	0,23	0,35
SL1344_1214	-1,02	4,55	0,39	0,51
SL1344_1215	0,11	6,74	0,83	0,88
SL1344_1216	-0,25	4,66	0,69	0,77
SL1344_1217	1,75	5,43	0,00	0,00
SL1344_1218	1,95	7,18	0,00	0,00
SL1344_1219	1,99	7,43	0,00	0,00
SL1344_1220	2,15	8,53	0,00	0,00
SL1344_1221	-1,64	9,78	0,00	0,00
SL1344_1222	-0,57	4,49	0,56	0,67
SL1344_1223	-0,49	5,08	0,46	0,58
SL1344_1224	-0,26	6,06	0,50	0,61
SL1344_1225	-0,83	10,89	0,00	0,00
SL1344_1226	0,94	6,89	0,00	0,01
SL1344_1228	0,43	4,92	0,37	0,49
SL1344_1229	0,56	5,13	0,27	0,39
SL1344_1230	-0,75	6,45	0,04	0,08
SL1344_1231	-1,82	5,97	0,00	0,00
SL1344_1232	-1,50	6,26	0,00	0,00
SL1344_1233	-1,70	6,99	0,00	0,00
SL1344_1234	-2,56	6,24	0,00	0,00
SL1344_1236	0,23	4,36	0,72	0,80
SL1344_1237	-1,14	5,95	0,00	0,01
SL1344_1238	-0,89	5,62	0,03	0,07
SL1344_1239	-0,86	5,25	0,07	0,13
SL1344_1240	-0,56	5,99	0,10	0,18
SL1344_1241	-0,93	5,96	0,01	0,02
SL1344_1242	-0,60	5,21	0,27	0,39
SL1344_1243	0,88	6,86	0,01	0,04
SL1344_1244	-0,42	7,90	0,28	0,40
SL1344_1245	-0,51	6,50	0,13	0,22
SL1344_1246	-1,24	8,14	0,00	0,00
SL1344_1247	2,26	5,24	0,00	0,00
SL1344_1248	2,37	5,22	0,00	0,00
SL1344_1249	1,17	5,18	0,09	0,16
SL1344_1250	2,41	5,03	0,00	0,00
SL1344_1251	0,56	6,81	0,26	0,38
SL1344_1252	-0,47	6,43	0,41	0,53
SL1344_1253	0,77	5,98	0,02	0,06
SL1344_1255	0,64	7,01	0,10	0,18
SL1344_1256	1,02	5,63	0,06	0,13
SL1344_1257	1,70	7,20	0,00	0,00
SL1344_1258	-0,68	5,85	0,08	0,15
SL1344_1259	-0,01	5,91	0,98	0,99
SL1344_1261	0,43	5,96	0,31	0,43
SL1344_1262	-1,07	6,85	0,01	0,02
SL1344_1263	-1,64	8,62	0,00	0,00
SL1344_1264	4,09	8,01	0,00	0,00
SL1344_1265	3,78	8,59	0,00	0,00
SL1344_1266	-1,18	5,95	0,00	0,01
SL1344_1267	-0,53	10,56	0,02	0,04
SL1344_1268	-0,58	10,80	0,01	0,03
SL1344_1270	0,16	10,69	0,47	0,59
SL1344_1271	-0,08	6,36	0,84	0,89
SL1344_1272	2,39	11,41	0,00	0,00
SL1344_1273	1,48	10,11	0,00	0,00
SL1344_1274	-1,29	6,14	0,00	0,00
SL1344_1275	0,00	5,54	1,00	1,00
SL1344_1276	1,80	5,21	0,00	0,00
SL1344_1277	1,84	6,08	0,00	0,00
SL1344_1278	2,70	6,38	0,00	0,00
SL1344_1279	0,51	7,99	0,04	0,08
SL1344_1281	-1,07	6,35	0,01	0,02
SL1344_1282	-0,16	4,56	0,76	0,83
SL1344_1283	1,76	8,26	0,00	0,00
SL1344_1284	-1,99	4,95	0,02	0,05
SL1344_1286	0,68	4,25	0,49	0,61
SL1344_1287	3,33	6,47	0,00	0,00
SL1344_1289	-4,22	3,52	0,12	0,21
SL1344_1290	-0,98	5,31	0,09	0,16
SL1344_1291	0,00	4,26	1,00	1,00
SL1344_1292	-1,14	5,32	0,03	0,06
SL1344_1293	-0,81	4,23	0,30	0,42
SL1344_1296	-3,70	3,44	0,16	0,27
SL1344_1297	1,01	3,55	0,60	0,70
SL1344_1298	-0,67	5,79	0,15	0,25
SL1344_1299	0,43	7,99	0,07	0,13
SL1344_1300	0,70	5,76	0,07	0,14
SL1344_1302	-0,94	4,18	0,23	0,35
SL1344_1303	1,13	5,03	0,04	0,09
SL1344_1304	1,48	6,93	0,00	0,00
SL1344_1305	2,15	6,40	0,00	0,00
SL1344_1306	2,25	7,29	0,00	0,00
SL1344_1307	2,03	6,40	0,00	0,00
SL1344_1308	1,36	4,82	0,05	0,10
SL1344_1309	1,93	6,22	0,00	0,00
SL1344_1312	-0,97	9,42	0,00	0,00
SL1344_1313	-0,49	4,40	0,55	0,66
SL1344_1315	0,03	3,68	0,98	0,99
SL1344_1317	0,13	4,74	0,90	0,93
SL1344_1320	0,83	6,49	0,03	0,06
SL1344_1321	2,11	4,98	0,00	0,01
SL1344_1323	-1,46	6,62	0,00	0,00
SL1344_1324	1,68	5,80	0,00	0,00
SL1344_1325	5,19	7,36	0,00	0,00
SL1344_1326	4,08	8,20	0,00	0,00
SL1344_1327	5,55	7,35	0,00	0,00
SL1344_1328	6,88	8,96	0,00	0,00
SL1344_1329	7,60	9,59	0,00	0,00
SL1344_1332	8,28	10,75	0,00	0,00
SL1344_1333	7,10	9,80	0,00	0,00
SL1344_1334	8,26	12,09	0,00	0,00
SL1344_1335	9,26	9,92	0,00	0,00
SL1344_1336	8,36	9,17	0,00	0,00
SL1344_1337	7,27	8,46	0,00	0,00
SL1344_1338	5,83	7,47	0,00	0,00
SL1344_1339	5,04	7,55	0,00	0,00
SL1344_1343	8,16	10,83	0,00	0,00
SL1344_1344	6,45	9,67	0,00	0,00
SL1344_1345	8,17	9,88	0,00	0,00
SL1344_1346	6,96	10,57	0,00	0,00
SL1344_1347	7,80	9,59	0,00	0,00
SL1344_1348	7,24	10,36	0,00	0,00
SL1344_1349	6,85	10,31	0,00	0,00
SL1344_1350	6,74	8,27	0,00	0,00
SL1344_1351	6,50	8,06	0,00	0,00
SL1344_1352	5,09	8,72	0,00	0,00
SL1344_1353	6,94	10,89	0,00	0,00
SL1344_1355	8,96	8,69	0,00	0,00
SL1344_1356	6,48	8,50	0,00	0,00
SL1344_tRNA0024	1,81	13,70	0,10	0,18
SL1344_tRNA0025	0,96	11,06	0,29	0,42
SL1344_1357	-1,24	6,33	0,00	0,01
SL1344_1358	2,49	7,45	0,00	0,00
SL1344_1359	1,58	6,41	0,00	0,00
SL1344_1360	0,15	4,62	0,82	0,88
SL1344_1361	0,89	5,01	0,25	0,36
SL1344_1362	-1,18	6,90	0,00	0,00
SL1344_1363	-0,57	8,49	0,01	0,02
SL1344_1364	0,77	5,77	0,06	0,12
SL1344_1365	-0,28	8,43	0,24	0,36
SL1344_1366	-1,77	7,32	0,00	0,00
SL1344_1367	-1,65	6,26	0,00	0,00
SL1344_1368	-2,52	5,21	0,00	0,00
SL1344_1369	-0,75	5,21	0,26	0,38
SL1344_1371	-1,28	5,13	0,02	0,05
