locus tag	logFC	logCPM	PValue	FDR
SL1344_0061	-2,82	3,40	0,33	0,45
SL1344_0062	0,69	4,13	0,63	0,73
SL1344_0063	1,24	3,49	0,39	0,52
SL1344_0064	-5,07	3,81	0,03	0,07
SL1344_0065	1,12	7,01	0,00	0,00
SL1344_0067	-0,91	6,99	0,00	0,01
SL1344_0068	1,01	8,29	0,06	0,12
SL1344_0069	0,58	4,41	0,40	0,53
SL1344_0071	-3,33	3,42	0,24	0,36
SL1344_0072	-0,38	4,17	0,67	0,76
SL1344_0073	0,12	4,36	0,88	0,92
SL1344_0074	0,51	5,23	0,45	0,57
SL1344_0076	-4,64	3,35	0,07	0,13
SL1344_0080	-0,09	5,29	0,89	0,93
SL1344_0082	4,88	8,40	0,00	0,00
SL1344_0083A	5,43	7,11	0,00	0,00
SL1344_0084	1,96	6,60	0,00	0,00
SL1344_0086	0,60	3,80	0,40	0,52
SL1344_0087	0,12	5,21	0,81	0,87
SL1344_0088	-1,04	7,43	0,01	0,02
SL1344_0089	0,72	6,97	0,01	0,03
SL1344_0090	0,23	6,35	0,50	0,62
SL1344_0091	0,59	7,56	0,02	0,05
SL1344_0092	0,06	7,73	0,82	0,87
SL1344_0093	0,63	8,95	0,00	0,01
SL1344_0094	0,50	9,54	0,02	0,04
SL1344_0095	0,11	6,07	0,76	0,83
SL1344_0096	-0,97	5,75	0,02	0,04
SL1344_0097	-1,17	7,47	0,00	0,00
SL1344_0098	-1,10	7,52	0,00	0,01
SL1344_0099	-1,83	4,35	0,04	0,09
SL1344_0100	-1,99	4,44	0,46	0,58
SL1344_0101	-0,20	3,52	0,86	0,91
SL1344_0102	1,08	4,29	0,26	0,37
SL1344_0103	3,05	4,07	0,17	0,27
SL1344_0104	2,87	5,52	0,00	0,00
SL1344_0105	0,24	6,42	0,54	0,65
SL1344_0106	-1,79	3,59	0,12	0,21
SL1344_0107	-2,43	5,11	0,00	0,01
SL1344_0108	-0,96	5,32	0,19	0,30
SL1344_0109	-0,92	4,69	0,15	0,24
SL1344_0110	0,46	5,18	0,31	0,43
SL1344_0111	0,31	6,27	0,38	0,50
SL1344_0112	0,77	6,47	0,02	0,05
SL1344_0113	0,02	6,91	0,93	0,96
SL1344_0115	1,43	4,47	0,10	0,18
SL1344_0116	0,47	6,54	0,16	0,26
SL1344_0117	0,74	6,06	0,07	0,13
SL1344_0118	-0,23	7,18	0,43	0,55
SL1344_0119	0,27	8,85	0,24	0,36
SL1344_0120	0,21	9,10	0,35	0,47
SL1344_0121	0,45	8,86	0,09	0,17
SL1344_0122	-0,93	11,04	0,03	0,07
SL1344_0123	-0,25	8,03	0,30	0,42
SL1344_0124	-0,08	7,42	0,77	0,84
SL1344_0125	0,17	8,22	0,45	0,57
SL1344_0126	0,15	8,55	0,46	0,58
SL1344_0127	-0,22	7,44	0,41	0,53
SL1344_0128	-0,20	7,67	0,45	0,57
SL1344_0129	-0,38	8,22	0,12	0,20
SL1344_0130	-0,93	8,47	0,00	0,00
SL1344_0131	-0,40	8,01	0,12	0,21
SL1344_0132	-0,75	9,24	0,00	0,00
SL1344_0133	-0,16	9,52	0,43	0,55
SL1344_0134	-0,51	11,17	0,01	0,03
SL1344_0135	-1,00	6,02	0,01	0,03
SL1344_0136	-1,04	8,87	0,00	0,00
SL1344_0137	-0,91	3,83	0,21	0,32
SL1344_0139	-1,01	5,76	0,03	0,07
SL1344_0140	-0,71	5,77	0,12	0,21
SL1344_0141	-1,37	7,99	0,00	0,00
SL1344_0143	0,55	3,78	0,65	0,75
SL1344_0145	-0,80	5,19	0,08	0,16
SL1344_0146	-0,34	6,17	0,36	0,48
SL1344_0147	-0,82	6,39	0,02	0,05
SL1344_0148	-3,01	3,86	0,02	0,04
SL1344_0149	0,18	4,10	0,80	0,86
SL1344_0150	-1,26	6,37	0,00	0,00
SL1344_0151	-3,62	9,37	0,00	0,00
SL1344_0152	-2,49	11,12	0,00	0,00
SL1344_0153	-2,22	10,21	0,00	0,00
SL1344_0154	-1,64	10,26	0,00	0,00
SL1344_0157	0,80	3,66	0,41	0,53
SL1344_0159	-0,55	9,61	0,02	0,04
SL1344_0160	-1,12	6,79	0,00	0,00
SL1344_0161	-0,89	6,98	0,00	0,01
SL1344_0162	-2,05	3,89	0,14	0,24
SL1344_0163	0,20	4,38	0,80	0,87
SL1344_0164	-1,61	6,71	0,00	0,00
SL1344_0165	-1,33	7,54	0,00	0,00
SL1344_0166	0,39	6,05	0,30	0,42
SL1344_0167	-0,46	7,39	0,11	0,19
SL1344_0168	-0,65	6,70	0,05	0,10
SL1344_0169	-0,10	6,45	0,75	0,82
SL1344_0170	0,30	7,41	0,28	0,40
SL1344_0171	-1,48	7,47	0,00	0,00
SL1344_0172	-1,69	7,91	0,00	0,00
SL1344_0173	-0,29	6,17	0,53	0,64
SL1344_0174	-0,58	5,97	0,17	0,27
SL1344_0175	-1,90	3,97	0,17	0,27
SL1344_0176	-0,03	3,85	0,98	0,99
SL1344_0179	3,15	3,84	0,01	0,03
SL1344_0180	-0,01	5,93	0,98	0,99
SL1344_0181	-0,55	5,80	0,20	0,31
SL1344_0182	-0,45	5,53	0,38	0,51
SL1344_0183	-1,39	4,43	0,08	0,15
SL1344_0184	-1,17	4,64	0,06	0,12
SL1344_0185	-1,48	7,71	0,00	0,00
SL1344_0186	-0,27	6,10	0,47	0,59
SL1344_0187	-0,72	8,43	0,00	0,01
SL1344_0188	0,30	6,26	0,37	0,49
SL1344_0189	-1,07	5,07	0,04	0,09
SL1344_0190	-0,59	7,19	0,07	0,14
SL1344_0191	0,23	8,79	0,30	0,43
SL1344_0192	-2,22	8,87	0,00	0,00
SL1344_0193	-2,39	6,17	0,00	0,00
SL1344_0194	-0,87	6,66	0,01	0,02
SL1344_0195	-1,50	6,84	0,00	0,00
SL1344_0196	-4,24	3,52	0,10	0,17
SL1344_0197	1,41	5,28	0,03	0,06
SL1344_0202	0,18	5,05	0,79	0,85
SL1344_0203	-0,32	7,36	0,29	0,42
SL1344_0204	-0,74	6,47	0,04	0,08
SL1344_0205	-0,65	9,44	0,01	0,02
SL1344_0206	-0,05	5,31	0,94	0,96
SL1344_0207	-1,50	5,29	0,01	0,02
SL1344_0208	-1,03	6,39	0,01	0,03
SL1344_0209	0,18	6,57	0,62	0,72
SL1344_0210	0,95	10,04	0,00	0,00
SL1344_0211	1,78	7,21	0,00	0,00
SL1344_0212	0,88	7,91	0,00	0,01
SL1344_0213	3,01	8,68	0,00	0,00
SL1344_0214	0,32	7,30	0,25	0,37
SL1344_0215	-0,33	6,63	0,32	0,44
SL1344_0216	-1,53	8,01	0,00	0,00
SL1344_0217	-0,78	11,40	0,00	0,01
SL1344_0218	-0,56	10,91	0,01	0,02
SL1344_0219	-0,67	8,15	0,01	0,03
SL1344_0220	-0,69	9,15	0,00	0,01
SL1344_0221	-0,32	7,35	0,25	0,37
SL1344_0222	-0,77	8,49	0,00	0,00
SL1344_0223	-0,54	8,34	0,02	0,05
SL1344_0224	0,00	9,70	1,00	1,00
SL1344_0225	0,55	10,52	0,01	0,03
SL1344_0226	1,24	10,44	0,00	0,00
SL1344_0227	0,99	9,86	0,00	0,00
SL1344_0228	0,08	8,65	0,72	0,80
SL1344_0229	0,06	8,87	0,79	0,85
SL1344_0230	-0,72	7,51	0,01	0,03
SL1344_0231	-0,10	7,04	0,73	0,81
SL1344_0232	-0,15	9,39	0,48	0,60
SL1344_0233	-0,52	7,81	0,07	0,13
SL1344_0234	-0,60	6,55	0,10	0,18
SL1344_0235	-0,78	5,86	0,05	0,11
SL1344_0236	-0,58	4,49	0,40	0,52
SL1344_0237	-1,48	5,61	0,00	0,01
SL1344_0240	0,89	6,22	0,02	0,04
SL1344_0241	0,45	5,17	0,41	0,54
SL1344_0242	-0,14	6,55	0,69	0,77
SL1344_0243	-1,01	7,81	0,00	0,00
SL1344_0244	-1,12	5,47	0,01	0,04
SL1344_0245	-1,41	6,10	0,00	0,00
SL1344_0246	-0,88	7,84	0,00	0,00
SL1344_0247	-1,10	6,00	0,01	0,03
SL1344_0248	-0,94	6,75	0,01	0,04
SL1344_0249	-0,75	5,85	0,12	0,20
SL1344_rRNA0001	3,31	9,80	0,01	0,02
SL1344_tRNA0001	-2,48	6,80	0,00	0,00
SL1344_tRNA0002	-1,17	8,23	0,05	0,10
SL1344_rRNA0002	0,45	7,70	0,66	0,76
SL1344_tRNA0003	-2,51	5,54	0,00	0,01
SL1344_0250	-2,66	6,12	0,00	0,00
SL1344_0251	-1,48	4,21	0,08	0,15
SL1344_0252	-0,54	4,56	0,61	0,71
SL1344_0253	-0,56	6,42	0,11	0,19
SL1344_0254	-0,20	4,72	0,74	0,81
SL1344_0255	-1,07	10,93	0,00	0,00
SL1344_0256	-0,79	5,29	0,13	0,22
SL1344_0257	-1,29	4,47	0,07	0,13
SL1344_0258	-1,14	5,52	0,02	0,05
SL1344_0259	-0,52	5,81	0,20	0,31
SL1344_tRNA0004	-1,31	8,00	0,03	0,07
SL1344_0260	-0,36	4,06	0,70	0,79
SL1344_0262	-0,89	4,26	0,30	0,42
SL1344_0264	0,59	3,61	0,54	0,65
SL1344_0265	0,76	3,79	0,43	0,56
SL1344_0266	-1,02	4,86	0,50	0,62
SL1344_0267	-0,64	3,67	0,70	0,78
SL1344_0268	-0,58	4,42	0,59	0,70
SL1344_0270	1,84	3,76	0,08	0,15
SL1344_0272	-0,11	4,43	0,92	0,95
SL1344_0273	4,56	4,31	0,02	0,06
SL1344_0274	5,20	3,74	0,01	0,02
SL1344_0276	0,04	4,10	0,97	0,98
SL1344_0277	-0,97	4,16	0,42	0,54
SL1344_0278	-0,90	3,42	0,58	0,68
SL1344_0279	0,01	3,33	1,00	1,00
SL1344_0280	-0,68	5,69	0,29	0,42
SL1344_0281	0,57	3,94	0,66	0,76
SL1344_0282	2,01	3,61	0,25	0,37
SL1344_0283	-0,08	4,27	0,93	0,96
SL1344_0284	0,20	5,27	0,80	0,86
SL1344_0286	-0,39	7,18	0,32	0,44
SL1344_0286C	0,39	6,39	0,32	0,44
SL1344_0288	-0,44	5,65	0,54	0,65
SL1344_0289	-1,53	5,76	0,07	0,14
SL1344_0291	-1,35	4,49	0,25	0,37
SL1344_0293	-1,75	3,52	0,24	0,36
SL1344_0294	-0,01	3,42	1,00	1,00
SL1344_0295	2,98	7,66	0,00	0,00
SL1344_0296	4,43	5,33	0,00	0,00
SL1344_0297	2,80	7,52	0,00	0,00
SL1344_0298	2,05	5,73	0,00	0,00
SL1344_0299	5,48	6,24	0,00	0,00
SL1344_0300	-0,55	6,47	0,14	0,23
SL1344_0302	6,44	9,11	0,00	0,00
SL1344_0303	3,50	6,89	0,00	0,00
SL1344_0304	0,13	6,33	0,71	0,79
SL1344_0305	3,76	8,69	0,00	0,00
SL1344_0306	-0,75	7,11	0,01	0,03
SL1344_0307	0,10	6,47	0,76	0,83
SL1344_0308	0,28	5,77	0,51	0,62
SL1344_0309	0,42	7,30	0,28	0,40
SL1344_0310	0,45	7,24	0,33	0,45
SL1344_0311	1,95	7,44	0,00	0,00
SL1344_0312	0,51	8,43	0,03	0,06
SL1344_0313	-1,46	6,44	0,00	0,00
SL1344_0314	0,23	6,52	0,54	0,65
SL1344_0315	-0,73	6,62	0,03	0,07
SL1344_0316	2,48	5,68	0,00	0,00
SL1344_0317	0,04	7,97	0,86	0,91
SL1344_0318	0,52	7,00	0,09	0,17
SL1344_tRNA0005	1,84	10,59	0,08	0,16
SL1344_0320	0,56	3,55	0,67	0,77
SL1344_0322	1,73	6,23	0,00	0,00
SL1344_0323	2,31	3,85	0,03	0,06
SL1344_0324	-1,40	3,93	0,37	0,49
SL1344_0325	-2,84	3,55	0,32	0,44
SL1344_0326	1,11	4,05	0,17	0,28
SL1344_0327	1,26	4,52	0,06	0,12
SL1344_0328	-0,19	5,58	0,68	0,77
SL1344_0331	-0,54	4,51	0,73	0,80
SL1344_0332	0,87	4,43	0,36	0,48
SL1344_0333	0,45	4,94	0,56	0,66
SL1344_0336	-0,31	5,83	0,45	0,57
SL1344_0337	-0,39	5,33	0,48	0,59
SL1344_0338	-0,69	5,85	0,13	0,22
SL1344_0339	-0,24	6,11	0,59	0,70
SL1344_0340	-0,79	4,95	0,20	0,31
SL1344_0341	5,28	3,94	0,01	0,02
SL1344_0342	0,99	4,42	0,38	0,51
SL1344_0344	-0,25	4,59	0,78	0,85
SL1344_0345	-0,91	3,65	0,58	0,68
SL1344_0346	0,74	4,21	0,45	0,57
SL1344_0348	1,58	4,61	0,06	0,12
SL1344_0349	0,98	3,57	0,40	0,52
SL1344_0351	2,27	5,25	0,00	0,00
SL1344_0352	-1,10	6,76	0,00	0,00
SL1344_0353	-0,59	7,23	0,04	0,09
SL1344_0355	3,69	7,25	0,01	0,03
SL1344_0356	-0,08	5,55	0,88	0,92
SL1344_0358	-1,36	7,30	0,00	0,00
SL1344_0359	0,02	6,43	0,96	0,98
SL1344_0360	2,13	5,39	0,00	0,00
SL1344_0362	2,12	4,41	0,01	0,02
SL1344_0363	-0,74	4,01	0,44	0,56
SL1344_0364	-1,00	3,79	0,34	0,46
SL1344_0365	1,16	4,10	0,41	0,53
SL1344_0366	-1,51	4,99	0,07	0,14
SL1344_0367	-0,82	7,65	0,00	0,01
SL1344_0368	0,19	8,25	0,42	0,54
SL1344_0369	-0,95	4,85	0,29	0,41
SL1344_0370	1,06	5,61	0,02	0,05
SL1344_0371	-0,48	6,11	0,23	0,35
SL1344_0372	0,16	6,00	0,69	0,78
SL1344_0373	2,20	5,91	0,00	0,00
SL1344_0375	-0,31	7,01	0,29	0,41
SL1344_0376	2,07	4,45	0,01	0,02
SL1344_0377	2,04	5,58	0,07	0,14
SL1344_0379	1,58	5,40	0,00	0,00
SL1344_0380	1,64	5,29	0,01	0,02
SL1344_0381	-0,26	7,13	0,37	0,49
SL1344_0382	-0,20	4,87	0,73	0,81
SL1344_0383	-1,98	6,59	0,00	0,00
SL1344_0385	0,26	6,97	0,38	0,50
SL1344_0387	-0,48	6,40	0,18	0,28
SL1344_0388	0,46	4,74	0,49	0,60
SL1344_0389	1,07	5,35	0,04	0,09
SL1344_0390	-0,11	5,97	0,78	0,85
SL1344_0391	-1,62	5,01	0,01	0,03
SL1344_0392	1,74	8,02	0,00	0,00
SL1344_0393	2,09	7,27	0,00	0,00
SL1344_0394	-1,74	8,97	0,00	0,00
SL1344_0395	-1,48	7,27	0,00	0,00
SL1344_0396	-0,67	5,91	0,12	0,20
SL1344_0397	2,55	9,52	0,00	0,00
SL1344_0398	-0,44	5,55	0,35	0,47
SL1344_0399	-1,37	6,56	0,00	0,00
SL1344_0400	-0,99	7,86	0,00	0,00
SL1344_0401	-0,87	7,91	0,00	0,01
SL1344_0402	-0,19	8,82	0,38	0,51
SL1344_0403	-0,02	8,80	0,90	0,94
SL1344_0404	0,53	5,23	0,27	0,39
SL1344_0405	0,40	5,02	0,48	0,59
SL1344_0406	-1,05	5,78	0,02	0,05
SL1344_0407	-0,69	6,03	0,07	0,14
SL1344_0408	-0,31	4,25	0,65	0,75
SL1344_0409	1,62	7,85	0,00	0,00
SL1344_0410	3,78	8,69	0,00	0,00
SL1344_0411	1,53	8,52	0,00	0,00
SL1344_0412	1,77	8,96	0,00	0,00
SL1344_0413	1,25	7,38	0,00	0,00
SL1344_0414	0,84	6,69	0,02	0,04
SL1344_0415	0,52	6,07	0,14	0,24
SL1344_0416	0,00	7,54	1,00	1,00
SL1344_0417	-0,07	7,64	0,79	0,86
SL1344_0419	-1,48	7,13	0,00	0,00
SL1344_0420	0,01	4,50	1,00	1,00
SL1344_0421	2,14	3,47	0,06	0,12
SL1344_0422	1,79	4,37	0,05	0,10
SL1344_0423	1,37	4,35	0,08	0,14
SL1344_0424	0,55	4,71	0,42	0,54
SL1344_0425	0,92	3,80	0,45	0,57
SL1344_0426	-2,70	3,24	0,36	0,49
SL1344_0427	-0,05	4,81	0,93	0,95
SL1344_0428	0,46	5,98	0,22	0,33
SL1344_0429	-1,47	6,56	0,00	0,00
SL1344_0430	0,37	6,17	0,28	0,40
SL1344_0430A	-2,02	3,62	0,16	0,26
SL1344_0431	0,53	6,11	0,42	0,54
SL1344_0432	0,61	6,14	0,32	0,44
SL1344_0433	-0,83	8,25	0,00	0,00
SL1344_0434	-0,29	7,28	0,30	0,43
SL1344_0435	-0,48	7,44	0,09	0,16
SL1344_0436	-0,66	9,39	0,01	0,02
SL1344_0437	-0,98	9,12	0,00	0,00
SL1344_0438	-1,27	5,41	0,01	0,02
SL1344_0439	-1,36	5,07	0,01	0,02
SL1344_0440	-0,03	6,48	0,94	0,96
SL1344_0441	-1,43	10,17	0,00	0,00
SL1344_0442	-1,08	8,45	0,00	0,00
SL1344_0443	0,13	10,18	0,51	0,62
SL1344_0444	1,00	9,97	0,00	0,00
SL1344_0446	1,05	9,00	0,00	0,00
SL1344_0448	1,92	4,12	0,04	0,09
SL1344_0449	-0,11	6,62	0,73	0,81
SL1344_0450	2,19	4,66	0,00	0,01
SL1344_0451	-1,50	4,67	0,05	0,10
SL1344_0452	-4,75	6,74	0,00	0,00
SL1344_0453	-1,10	6,93	0,00	0,01
SL1344_0454	-1,57	7,52	0,00	0,00
SL1344_0455	-0,81	7,14	0,02	0,05
SL1344_0456	0,66	5,01	0,67	0,76
SL1344_0457	0,33	6,46	0,54	0,65
SL1344_0458	-1,22	6,06	0,01	0,02
SL1344_0459	-0,35	6,58	0,23	0,35
SL1344_0460	-0,29	5,22	0,56	0,67
SL1344_0461	-0,64	5,88	0,11	0,19
SL1344_0464	-0,64	5,41	0,43	0,55
SL1344_0465	-0,36	7,02	0,34	0,46
SL1344_0467	-0,42	7,26	0,22	0,33
SL1344_0468	-0,45	9,33	0,04	0,09
SL1344_0469	-0,50	8,00	0,04	0,09
SL1344_0470	-2,32	6,72	0,00	0,00
SL1344_0471	-1,47	7,85	0,00	0,00
SL1344_0472	-0,42	6,24	0,36	0,48
SL1344_0474	-0,67	5,79	0,15	0,24
SL1344_0476	-0,07	6,69	0,82	0,88
SL1344_0477	-0,92	8,35	0,00	0,00
SL1344_0478	-1,20	6,92	0,00	0,00
SL1344_0479	-0,47	7,01	0,15	0,25
SL1344_0480	-1,08	7,59	0,00	0,00
SL1344_0481	-1,64	7,73	0,00	0,00
SL1344_0482	-1,41	5,93	0,02	0,05
SL1344_0484	-0,85	6,69	0,02	0,04
SL1344_0485	-2,04	8,04	0,00	0,00
SL1344_0486	-3,02	4,21	0,00	0,00
SL1344_0487	1,22	6,72	0,00	0,00
SL1344_0488	-0,66	6,28	0,08	0,16
SL1344_0489	-1,21	5,69	0,03	0,06
SL1344_0490	0,72	4,44	0,48	0,59
SL1344_0491	-2,53	6,57	0,00	0,00
SL1344_0492	-1,17	6,15	0,01	0,02
SL1344_0493	-0,37	5,32	0,50	0,61
SL1344_0494	0,32	6,53	0,41	0,54
SL1344_0495	-1,24	4,03	0,20	0,31
SL1344_0496	-1,36	4,64	0,05	0,10
SL1344_0497	-0,29	6,03	0,42	0,54
SL1344_0498	-0,40	5,76	0,34	0,46
SL1344_0499	-1,31	5,27	0,01	0,03
SL1344_0500	-0,01	6,75	0,99	1,00
SL1344_0501	-0,66	7,61	0,03	0,06
SL1344_0502	-0,48	5,66	0,32	0,44
SL1344_0503	-0,83	5,23	0,09	0,16
SL1344_0504	-1,97	5,05	0,00	0,00
SL1344_0505	-2,56	4,75	0,00	0,00
SL1344_0506	-0,49	6,74	0,22	0,33
SL1344_0507	0,08	4,79	0,95	0,97
SL1344_0508	2,44	4,27	0,00	0,01
SL1344_0509	-0,67	6,26	0,08	0,15
SL1344_0510	0,82	4,19	0,29	0,42
SL1344_0511	1,16	3,44	0,40	0,53
SL1344_0512	-3,69	3,55	0,17	0,27
SL1344_0513	-1,34	3,99	0,43	0,55
SL1344_0515	-0,02	3,97	1,00	1,00
SL1344_0516	0,92	4,68	0,27	0,39
SL1344_0518	0,89	3,56	0,50	0,62
SL1344_0519	-1,70	5,12	0,01	0,02
SL1344_0520	-0,41	3,74	0,71	0,79
SL1344_0522	2,72	4,41	0,01	0,02
SL1344_0523	-3,68	3,47	0,18	0,28
SL1344_0525	-1,06	4,16	0,21	0,32
SL1344_0526	-0,15	7,55	0,60	0,70
SL1344_0527	-1,02	5,73	0,03	0,07
SL1344_0528	-1,30	5,44	0,01	0,02
SL1344_0529	-0,26	7,73	0,30	0,43
SL1344_0530	-1,36	7,78	0,00	0,00
SL1344_0531	0,80	4,27	0,26	0,38
SL1344_0532	-1,79	3,74	0,12	0,21
SL1344_0533	-0,26	3,68	0,82	0,87
SL1344_0535	-0,51	7,54	0,06	0,12
SL1344_0536	-2,04	3,98	0,02	0,05
SL1344_0539	0,29	4,43	0,67	0,76
SL1344_0540	1,19	3,92	0,32	0,45
SL1344_0541	-0,66	3,74	0,45	0,57
SL1344_0545	0,24	3,25	0,91	0,94
SL1344_tRNA0006	1,01	6,03	0,20	0,31
SL1344_0547	-0,82	4,54	0,23	0,35
SL1344_0548	-5,73	3,44	0,01	0,02
SL1344_0550A	-1,75	3,99	0,11	0,20
SL1344_0552	-1,13	4,76	0,19	0,29
SL1344_0555	-1,53	5,97	0,00	0,00
SL1344_0556	-0,18	7,38	0,56	0,66
SL1344_0557	-0,67	6,03	0,09	0,17
SL1344_0558	3,93	7,97	0,00	0,00
SL1344_0559	2,34	6,49	0,00	0,00
SL1344_0566	1,04	5,36	0,03	0,06
SL1344_0567	0,98	4,38	0,16	0,26
SL1344_0568	0,21	6,07	0,62	0,72
SL1344_0569	-0,15	5,52	0,84	0,89
SL1344_0571	1,77	5,19	0,00	0,01
SL1344_0572	-0,14	4,59	0,85	0,90
SL1344_0573	-0,95	8,06	0,01	0,03
SL1344_0574	-1,93	8,14	0,00	0,00
SL1344_0576	0,83	8,60	0,00	0,00
SL1344_0577	-1,22	6,59	0,00	0,01
SL1344_0578	-2,06	5,59	0,00	0,00
SL1344_0579	-3,13	6,16	0,00	0,00
SL1344_0580	-2,59	7,20	0,00	0,00
SL1344_0581	-1,16	6,73	0,00	0,01
SL1344_0582	-1,20	6,86	0,00	0,01
SL1344_0583	-1,28	6,97	0,00	0,00
SL1344_0584	-1,10	6,62	0,01	0,02
SL1344_0585	1,88	5,72	0,00	0,00
SL1344_0586	2,02	4,72	0,05	0,10
SL1344_0587	2,37	4,84	0,00	0,01
SL1344_0588	2,70	9,80	0,00	0,00
SL1344_0590	-0,42	6,88	0,28	0,40
SL1344_0591	-0,33	5,73	0,49	0,60
SL1344_0592	0,70	4,89	0,32	0,44
SL1344_0593	-0,14	4,99	0,85	0,90
SL1344_0594	0,11	4,75	0,84	0,89
SL1344_0595	-0,81	6,00	0,05	0,11
SL1344_0596	-1,14	8,29	0,00	0,00
SL1344_0597	-0,46	6,33	0,22	0,34
SL1344_0598	-0,75	3,63	0,49	0,61
SL1344_0599	1,78	4,40	0,06	0,12
SL1344_0600	3,38	3,70	0,00	0,01
SL1344_0601	0,11	4,95	0,85	0,90
SL1344_0602	1,05	8,11	0,00	0,00
SL1344_0603	2,03	4,85	0,00	0,01
SL1344_0604	0,90	6,91	0,00	0,01
SL1344_0605	2,48	8,82	0,00	0,00
SL1344_0606	-0,31	5,50	0,54	0,65
SL1344_0613	-0,94	5,45	0,09	0,16
SL1344_0614	0,18	4,41	0,81	0,87
SL1344_0615	-1,70	4,29	0,07	0,14
SL1344_0616	2,60	7,58	0,00	0,00
SL1344_0618	-1,12	4,90	0,09	0,16
SL1344_0619	0,46	5,25	0,47	0,59
SL1344_0621	-2,07	7,24	0,00	0,00
SL1344_0622	0,43	5,09	0,40	0,53
SL1344_0623	-0,28	5,46	0,58	0,68
SL1344_0625	-0,78	8,12	0,00	0,01
SL1344_0626	-0,39	6,72	0,22	0,33
SL1344_0627	-0,78	6,04	0,05	0,11
SL1344_0628	-0,91	6,82	0,01	0,02
SL1344_0629	-0,71	6,65	0,03	0,07
SL1344_0630	-1,00	7,01	0,00	0,01
SL1344_0631	1,69	5,22	0,01	0,02
SL1344_0632	1,80	4,52	0,02	0,04
SL1344_0633	-0,31	5,02	0,50	0,61
SL1344_0634	-0,30	6,76	0,34	0,46
SL1344_0635	-0,26	7,33	0,35	0,48
SL1344_0636	-0,36	8,82	0,11	0,20
SL1344_0638	-0,30	4,04	0,78	0,85
SL1344_0639	-1,55	6,03	0,00	0,01
SL1344_0640	-1,17	6,57	0,01	0,02
SL1344_0641	1,98	6,31	0,00	0,00
SL1344_0642	0,38	4,40	0,63	0,73
SL1344_0643	0,24	3,72	0,87	0,91
SL1344_0644	0,71	3,74	0,55	0,65
SL1344_0645	1,21	3,51	0,38	0,50
SL1344_0647	1,23	5,34	0,02	0,04
SL1344_0648	1,93	4,33	0,10	0,19
SL1344_0649	2,39	5,05	0,00	0,00
SL1344_0650	2,49	5,47	0,00	0,00
SL1344_0651	2,01	7,26	0,00	0,00
SL1344_0652	1,48	6,94	0,00	0,00
SL1344_0653	2,11	7,25	0,00	0,00
SL1344_0654	0,38	10,10	0,06	0,13
SL1344_0655	-0,07	7,09	0,80	0,87
SL1344_0656	0,50	7,64	0,06	0,13
SL1344_0657	-0,25	6,40	0,44	0,56
SL1344_0658	0,31	7,68	0,24	0,36
SL1344_0659	1,35	8,14	0,00	0,00
SL1344_0660	0,62	6,21	0,09	0,16
SL1344_0661	-3,35	4,45	0,00	0,00
SL1344_tRNA0007	-0,32	7,55	0,68	0,77
SL1344_tRNA0008	-0,45	7,69	0,48	0,60
SL1344_tRNA0009	-0,03	5,52	0,96	0,97
SL1344_tRNA0010	-2,00	6,56	0,00	0,00
SL1344_tRNA0011	-2,39	7,37	0,00	0,00
SL1344_tRNA0012	0,94	11,29	0,45	0,57
SL1344_tRNA0013	-1,66	7,87	0,00	0,00
SL1344_0662	0,15	6,81	0,67	0,76
SL1344_0663	-1,42	6,27	0,00	0,00
SL1344_0664	0,23	7,09	0,45	0,57
SL1344_0665	0,25	7,45	0,39	0,52
SL1344_0666	2,15	6,60	0,00	0,00
SL1344_0667	1,18	7,06	0,00	0,01
SL1344_0668	-0,91	8,32	0,00	0,00
SL1344_0669	-1,16	4,92	0,05	0,10
SL1344_0671	1,55	4,88	0,01	0,03
SL1344_0672	0,31	3,91	0,80	0,86
SL1344_0673	1,65	4,24	0,04	0,08
SL1344_0674	-0,52	5,37	0,32	0,44
SL1344_0675	-0,49	8,50	0,04	0,08
SL1344_0676	-0,41	7,66	0,12	0,21
SL1344_0678	-1,59	5,44	0,00	0,01
SL1344_0679	-0,48	7,32	0,12	0,20
SL1344_0680	-0,27	8,13	0,24	0,36
SL1344_0681	0,50	3,88	0,69	0,77
SL1344_0682	0,28	4,24	0,84	0,89
SL1344_0683	-0,13	4,09	0,91	0,94
SL1344_0684	0,98	6,35	0,02	0,04
SL1344_0685	0,07	7,13	0,90	0,94
SL1344_0686	-0,11	5,13	0,91	0,94
SL1344_0687	-0,18	6,25	0,85	0,90
SL1344_0688	3,22	7,67	0,00	0,00
SL1344_0690	-0,87	5,40	0,21	0,33
SL1344_0691	-2,48	6,37	0,00	0,00
SL1344_0692	-0,40	7,18	0,14	0,23
SL1344_0693	0,53	5,60	0,23	0,35
SL1344_0694	0,46	6,26	0,20	0,31
SL1344_0695	0,43	5,74	0,30	0,42
SL1344_0697	-0,62	5,06	0,23	0,35
SL1344_0698	2,14	3,26	0,13	0,23
SL1344_0699	0,87	3,46	0,44	0,56
SL1344_0700	-0,29	3,47	0,83	0,89
SL1344_0703	4,96	3,60	0,01	0,03
SL1344_0706	-1,37	3,88	0,25	0,37
SL1344_0708	0,08	4,18	0,94	0,96
SL1344_0710	-0,75	5,79	0,09	0,17
SL1344_0711	0,24	4,16	0,79	0,86
