locus tag	logFC	logCPM	PValue	FDR
SL1344_0716	2,25	8,29	0,00	0,00
SL1344_0717	1,59	8,04	0,00	0,00
SL1344_0718	0,36	9,98	0,10	0,20
SL1344_0719	-0,93	9,66	0,00	0,00
SL1344_0720	-1,60	9,42	0,00	0,00
SL1344_0721	-1,89	8,72	0,00	0,00
SL1344_0722	-0,94	9,01	0,00	0,00
SL1344_0723	-0,61	8,52	0,02	0,07
SL1344_0726	-0,22	6,52	0,55	0,68
SL1344_0727	-0,22	7,52	0,48	0,62
SL1344_0728	0,28	7,18	0,45	0,59
SL1344_0729	-0,30	7,19	0,44	0,58
SL1344_0730	-0,17	9,28	0,44	0,59
SL1344_0731	-0,48	9,60	0,04	0,09
SL1344_0732	0,46	7,86	0,16	0,29
SL1344_tRNA0014	-1,98	9,48	0,00	0,00
SL1344_tRNA0015	-2,50	7,21	0,00	0,00
SL1344_tRNA0016	-2,62	5,38	0,00	0,00
SL1344_tRNA0017	-1,66	6,70	0,00	0,00
SL1344_tRNA0018	-1,07	5,00	0,25	0,39
SL1344_0733	-2,27	4,99	0,08	0,17
SL1344_0734	0,53	5,47	0,37	0,52
SL1344_0735	-2,38	4,52	0,01	0,02
SL1344_0736	-0,98	5,05	0,09	0,19
SL1344_0737	-1,35	7,76	0,00	0,00
SL1344_0738	1,97	4,20	0,08	0,17
SL1344_0739	3,04	4,66	0,00	0,00
SL1344_0740	0,34	4,62	0,62	0,74
SL1344_0741	0,21	3,71	0,91	0,95
SL1344_0746	0,55	4,21	0,72	0,81
SL1344_0747	2,61	4,97	0,00	0,00
SL1344_0748	-0,07	4,39	0,96	0,98
SL1344_0749	-0,29	9,53	0,18	0,31
SL1344_0750	0,51	5,66	0,29	0,44
SL1344_0751	-0,62	5,66	0,22	0,36
SL1344_0752	-1,19	4,58	0,16	0,29
SL1344_0753	0,86	5,52	0,17	0,29
SL1344_0754	-1,30	3,99	0,37	0,52
SL1344_0755	-1,98	7,62	0,00	0,00
SL1344_0756	-0,55	5,64	0,33	0,48
SL1344_0758	1,06	7,53	0,00	0,00
SL1344_0759	0,50	6,88	0,16	0,28
SL1344_0760	-0,33	6,64	0,34	0,49
SL1344_0761	0,25	4,87	0,67	0,78
SL1344_0762	0,28	6,59	0,47	0,61
SL1344_0763	-0,86	6,04	0,07	0,15
SL1344_0764	3,12	6,62	0,00	0,00
SL1344_0765	2,44	5,89	0,00	0,00
SL1344_0766	2,67	5,49	0,00	0,00
SL1344_0767	3,36	7,46	0,00	0,00
SL1344_0768	2,34	7,19	0,00	0,00
SL1344_0769	2,89	6,53	0,00	0,00
SL1344_0770	3,32	8,22	0,00	0,00
SL1344_0771	3,98	7,73	0,00	0,00
SL1344_0772	3,46	6,99	0,00	0,00
SL1344_0773	3,56	6,71	0,00	0,00
SL1344_0774	3,64	6,54	0,00	0,00
SL1344_0775	-0,71	8,57	0,01	0,04
SL1344_0776	1,00	8,77	0,00	0,00
SL1344_0777	-2,59	5,37	0,00	0,00
SL1344_0778	-2,40	5,28	0,00	0,00
SL1344_0779	-1,01	4,47	0,16	0,29
SL1344_0780	-2,45	3,61	0,09	0,18
SL1344_0782	0,45	4,11	0,55	0,68
SL1344_0783	-0,06	7,23	0,83	0,90
SL1344_0785	1,91	3,49	0,27	0,42
SL1344_0786	-0,37	3,48	0,84	0,90
SL1344_0787	1,32	5,12	0,01	0,03
SL1344_0788	-1,62	4,24	0,15	0,28
SL1344_0789	0,60	3,88	0,57	0,70
SL1344_0790	2,19	8,52	0,00	0,00
SL1344_0791	-0,83	5,91	0,07	0,15
SL1344_0792	-0,10	5,71	0,83	0,89
SL1344_0793	0,55	6,46	0,11	0,21
SL1344_0794	0,23	6,09	0,50	0,64
SL1344_0795	0,18	5,35	0,69	0,79
SL1344_0796	-2,92	6,73	0,00	0,00
SL1344_0797	-1,27	7,22	0,00	0,00
SL1344_0798	-0,83	5,84	0,09	0,19
SL1344_0801	-0,65	5,36	0,37	0,52
SL1344_0802	0,13	5,69	0,81	0,88
SL1344_0803	0,27	7,67	0,43	0,57
SL1344_0804	-0,06	7,23	0,88	0,93
SL1344_0805	0,32	9,51	0,20	0,34
SL1344_0806	0,93	8,59	0,00	0,00
SL1344_0807	-7,24	4,53	0,00	0,00
SL1344_0808	-0,96	10,03	0,00	0,00
SL1344_0809	-1,33	5,58	0,05	0,12
SL1344_0810	-0,77	6,22	0,19	0,32
SL1344_0811	-0,28	6,67	0,59	0,72
SL1344_0812	-1,57	6,57	0,00	0,00
SL1344_0813	-0,37	8,80	0,12	0,23
SL1344_0814	0,14	5,76	0,91	0,95
SL1344_0817	-0,18	3,93	0,85	0,92
SL1344_0818	-1,06	6,89	0,01	0,03
SL1344_0819	1,91	3,90	0,18	0,30
SL1344_0821	-0,84	5,09	0,24	0,38
SL1344_0822	-0,61	5,82	0,20	0,34
SL1344_0823	-0,19	6,14	0,62	0,74
SL1344_0824	-0,04	6,23	0,92	0,95
SL1344_0825	0,40	5,49	0,41	0,56
SL1344_0826	0,37	4,86	0,51	0,64
SL1344_0827	0,23	4,63	0,71	0,81
SL1344_0828	-1,57	6,31	0,00	0,01
SL1344_0829	1,68	7,34	0,00	0,00
SL1344_0830	2,83	4,98	0,00	0,00
SL1344_0831	4,72	5,29	0,00	0,00
SL1344_0832	3,04	5,54	0,00	0,00
SL1344_0833	1,00	6,02	0,10	0,20
SL1344_0834	0,72	5,80	0,29	0,44
SL1344_0835	4,99	8,12	0,00	0,00
SL1344_0836	3,89	6,98	0,00	0,00
SL1344_0837	-0,69	5,01	0,66	0,77
SL1344_0838	0,63	7,03	0,05	0,12
SL1344_0839	2,18	8,13	0,00	0,00
SL1344_0840	0,07	7,19	0,84	0,90
SL1344_0841	1,80	6,70	0,00	0,00
SL1344_0842	-0,94	5,83	0,19	0,32
SL1344_0843	-1,53	5,26	0,02	0,05
SL1344_0844	-1,52	6,33	0,00	0,00
SL1344_0845	-2,94	4,51	0,03	0,08
SL1344_0846	-1,32	6,93	0,00	0,00
SL1344_0847	-1,25	4,69	0,10	0,21
SL1344_0850	-0,01	5,15	0,98	0,99
SL1344_0852	-1,46	5,46	0,02	0,06
SL1344_0853	-0,90	5,31	0,15	0,28
SL1344_0854	0,70	6,62	0,05	0,12
SL1344_0855	1,08	5,85	0,02	0,05
SL1344_0856	0,65	4,77	0,34	0,49
SL1344_0857	1,25	5,62	0,00	0,01
SL1344_0858	0,37	5,37	0,50	0,63
SL1344_0859	-1,53	6,29	0,01	0,02
SL1344_0860	0,12	3,94	0,95	0,97
SL1344_0862	-1,32	4,88	0,22	0,36
SL1344_0863	0,16	8,17	0,76	0,84
SL1344_0864	-1,00	7,57	0,00	0,00
SL1344_0865	-1,21	7,86	0,02	0,06
SL1344_0866	-1,30	7,42	0,00	0,00
SL1344_0867	-2,09	8,32	0,00	0,00
SL1344_0868	-3,19	4,43	0,01	0,02
SL1344_0869	1,43	7,22	0,00	0,00
SL1344_0870	2,23	6,95	0,00	0,00
SL1344_0871	-1,68	5,06	0,02	0,05
SL1344_0872	-0,79	5,14	0,19	0,32
SL1344_0873	-0,44	6,39	0,30	0,45
SL1344_0874	0,81	5,81	0,13	0,24
SL1344_0875	-0,87	5,50	0,26	0,40
SL1344_0876	-1,18	5,64	0,07	0,15
SL1344_0877	-2,01	6,10	0,00	0,00
SL1344_0878	-0,98	6,29	0,02	0,06
SL1344_0879	1,69	8,74	0,00	0,00
SL1344_0880	1,91	8,74	0,00	0,00
SL1344_0881	1,56	8,57	0,00	0,00
SL1344_0883	0,48	9,10	0,05	0,12
SL1344_0884	1,12	10,76	0,00	0,00
SL1344_0886	2,30	4,84	0,03	0,08
SL1344_0887	-4,84	4,16	0,07	0,16
SL1344_tRNA0019	-1,71	8,27	0,04	0,09
SL1344_0888	-0,05	4,30	0,96	0,98
SL1344_0889	0,39	4,04	0,75	0,84
SL1344_0890	-0,21	5,72	0,80	0,87
SL1344_0892	-1,91	8,93	0,00	0,00
SL1344_0893	-0,97	4,54	0,11	0,22
SL1344_0894	-1,47	6,12	0,00	0,00
SL1344_0895	-1,60	6,88	0,00	0,00
SL1344_0896	1,30	8,91	0,00	0,00
SL1344_0897	-0,35	9,29	0,10	0,20
SL1344_0898	-0,50	9,48	0,02	0,05
SL1344_0899	-0,25	7,58	0,38	0,53
SL1344_0900	-0,22	7,37	0,47	0,61
SL1344_0901	-0,32	8,94	0,15	0,27
SL1344_0902	0,67	4,96	0,34	0,49
SL1344_0903	0,35	3,32	0,86	0,92
SL1344_0904	3,73	5,01	0,00	0,00
SL1344_0905	-0,26	5,46	0,74	0,83
SL1344_0906	3,45	6,11	0,00	0,00
SL1344_0907	-0,65	7,27	0,04	0,11
SL1344_0908	-1,68	5,38	0,00	0,02
SL1344_0909	6,38	11,67	0,00	0,00
SL1344_0910	-0,58	9,86	0,02	0,05
SL1344_0911	-1,60	7,33	0,00	0,00
SL1344_0912	0,30	7,77	0,29	0,44
SL1344_0913	-0,44	4,10	0,58	0,71
SL1344_0914	-0,33	7,19	0,29	0,44
SL1344_0915	-0,30	6,50	0,39	0,54
SL1344_0916	-1,73	4,94	0,01	0,04
SL1344_0917	-0,37	8,23	0,23	0,38
SL1344_0918	-0,61	12,61	0,00	0,01
SL1344_0920	0,17	5,84	0,82	0,89
SL1344_0921	-0,62	7,99	0,03	0,07
SL1344_0922	-1,51	6,39	0,00	0,00
SL1344_0923	0,25	5,40	0,63	0,75
SL1344_0925	-1,51	6,72	0,00	0,00
SL1344_0926	0,65	5,99	0,22	0,35
SL1344_0927	-5,85	4,36	0,01	0,03
SL1344_0928	-0,54	6,18	0,24	0,38
SL1344_0929	-0,45	7,06	0,25	0,39
SL1344_0930	-0,46	6,26	0,28	0,44
SL1344_0931	0,39	9,39	0,08	0,16
SL1344_0932	0,34	8,10	0,21	0,35
SL1344_0933	0,56	8,92	0,03	0,08
SL1344_0934	0,86	8,42	0,00	0,00
SL1344_0935	-0,36	7,96	0,17	0,30
SL1344_0936	-2,88	8,35	0,00	0,00
SL1344_0937	-0,82	8,95	0,00	0,00
SL1344_0938	-0,36	4,26	0,68	0,79
SL1344_0939	1,99	3,63	0,07	0,16
SL1344_0940	-0,10	3,97	0,95	0,98
SL1344_0941	-1,53	6,59	0,00	0,00
SL1344_0942	-0,19	7,85	0,46	0,60
SL1344_0946	-1,88	4,04	0,21	0,34
SL1344_0950	-1,48	7,07	0,00	0,00
SL1344_0952	-3,33	3,48	0,30	0,45
SL1344_0955	0,04	3,69	0,96	0,98
SL1344_0958	-1,83	6,55	0,00	0,02
SL1344_0959	-4,14	4,26	0,17	0,30
SL1344_0961	0,22	4,61	0,90	0,94
SL1344_0962	-1,60	5,98	0,00	0,01
SL1344_0964	0,11	5,68	0,85	0,92
SL1344_0965	-1,25	3,68	0,20	0,33
SL1344_0968	-0,61	4,08	0,63	0,75
SL1344_0969	1,12	5,10	0,10	0,19
SL1344_0971	-0,41	5,36	0,57	0,70
SL1344_0972	1,41	5,25	0,05	0,11
SL1344_0973	-4,00	3,09	0,22	0,36
SL1344_0975	-0,05	3,33	0,97	0,98
SL1344_0976	0,72	3,46	0,64	0,75
SL1344_0977	1,30	4,06	0,18	0,31
SL1344_0980	-0,16	6,12	0,73	0,82
SL1344_0981	0,32	4,22	0,78	0,86
SL1344_0982	-0,06	4,92	0,94	0,97
SL1344_0983	4,09	10,09	0,00	0,00
SL1344_0984	-0,31	3,46	0,81	0,89
SL1344_0985	-0,03	3,61	0,98	0,99
SL1344_0986	-1,78	3,61	0,21	0,35
SL1344_0987	1,21	5,53	0,04	0,09
SL1344_0988	-4,43	4,08	0,11	0,22
SL1344_0989	-0,89	3,57	0,59	0,72
SL1344_0991	5,69	9,58	0,00	0,00
SL1344_0992	4,78	7,23	0,00	0,00
SL1344_0993	-4,65	3,56	0,10	0,20
SL1344_0994	-0,03	3,93	0,98	0,99
SL1344_0995	-0,36	6,68	0,30	0,45
SL1344_0997	0,32	8,18	0,21	0,35
SL1344_0998	-0,76	5,45	0,20	0,33
SL1344_0999	-1,89	6,87	0,00	0,00
SL1344_1000	-1,02	4,99	0,17	0,29
SL1344_1001	-0,64	7,58	0,06	0,13
SL1344_1002	-0,37	7,28	0,27	0,42
SL1344_1003	-0,43	5,56	0,42	0,57
SL1344_1004	-0,04	7,17	0,90	0,94
SL1344_1005	0,05	4,96	0,92	0,96
SL1344_1007	-2,05	7,50	0,00	0,00
SL1344_1008	-1,09	7,45	0,01	0,04
SL1344_1009	-0,05	5,85	0,91	0,95
SL1344_1010	-1,68	11,21	0,00	0,00
SL1344_1011	0,63	8,55	0,03	0,08
SL1344_1012	-0,98	4,48	0,27	0,42
SL1344_1013	-0,70	6,15	0,08	0,16
SL1344_1014	-0,90	4,74	0,19	0,33
SL1344_1015	-0,35	6,81	0,30	0,45
SL1344_1016	0,09	5,91	0,83	0,90
SL1344_1017	-0,90	4,16	0,58	0,71
SL1344_1018	0,68	5,65	0,15	0,28
SL1344_1019	0,37	6,29	0,38	0,53
SL1344_1020	-0,62	6,53	0,13	0,24
SL1344_1021	2,28	4,44	0,00	0,00
SL1344_1022	-0,03	5,48	0,96	0,98
SL1344_1024	-0,75	6,41	0,07	0,15
SL1344_1025	-0,48	9,15	0,06	0,13
SL1344_tRNA0020	-0,21	9,32	0,77	0,85
SL1344_1026	1,26	8,03	0,00	0,00
SL1344_1027	7,76	10,83	0,00	0,00
SL1344_1029	-0,38	6,89	0,22	0,36
SL1344_1030	-0,19	7,39	0,52	0,65
SL1344_1033	4,27	7,75	0,00	0,00
SL1344_1034	0,01	5,54	0,98	0,99
SL1344_1035	0,57	6,07	0,13	0,24
SL1344_1036	0,51	5,56	0,28	0,43
SL1344_1037	-0,16	3,11	0,93	0,96
SL1344_1038	-2,33	4,37	0,07	0,15
SL1344_1039	-0,54	3,57	0,54	0,67
SL1344_1040	-0,68	4,33	0,45	0,59
SL1344_1041	-0,93	4,41	0,37	0,52
SL1344_1042	0,89	4,40	0,28	0,43
SL1344_1043	1,61	3,34	0,19	0,32
SL1344_1044	0,69	3,67	0,49	0,63
SL1344_1045	1,58	3,99	0,08	0,17
SL1344_1046	0,31	4,26	0,71	0,81
SL1344_1047	-0,30	3,48	0,82	0,89
SL1344_1048	0,58	4,32	0,64	0,75
SL1344_1050	-0,56	4,43	0,52	0,66
SL1344_1051	-0,67	6,06	0,10	0,21
SL1344_1052	-2,07	5,99	0,00	0,01
SL1344_1053	-3,34	6,11	0,00	0,01
SL1344_1054	-0,86	4,85	0,45	0,59
SL1344_1055	0,91	4,92	0,28	0,43
SL1344_1056	1,40	6,15	0,01	0,02
SL1344_1058	0,88	7,63	0,00	0,01
SL1344_1060	-0,08	4,89	0,91	0,95
SL1344_1061	0,05	6,78	0,92	0,95
SL1344_1062	-1,15	10,44	0,00	0,00
SL1344_1063	1,48	9,43	0,00	0,00
SL1344_1064	2,74	8,38	0,00	0,00
SL1344_1065	-0,05	6,29	0,90	0,94
SL1344_1066	1,84	5,09	0,07	0,15
SL1344_1067	1,02	3,86	0,50	0,63
SL1344_1068	-0,17	4,53	0,90	0,94
SL1344_1069	-1,24	4,54	0,28	0,43
SL1344_1070	0,57	4,49	0,53	0,66
SL1344_1071	0,03	5,81	0,97	0,98
SL1344_tRNA0021	-2,32	9,33	0,02	0,05
SL1344_1072	-2,22	5,65	0,00	0,01
SL1344_1073	-1,53	6,80	0,00	0,00
SL1344_1074	-1,06	5,40	0,09	0,18
SL1344_1075	-1,13	6,48	0,03	0,07
SL1344_1076	-5,16	4,11	0,06	0,13
SL1344_1081	-2,95	3,36	0,39	0,54
SL1344_1082	-2,73	4,11	0,00	0,01
SL1344_1083	-0,33	3,96	0,67	0,78
SL1344_1084	-0,43	5,57	0,41	0,56
SL1344_1085	-0,37	7,83	0,19	0,33
SL1344_1086	-2,15	5,40	0,00	0,01
SL1344_1087	0,51	7,82	0,09	0,18
SL1344_1088	0,13	8,22	0,59	0,72
SL1344_1090	0,19	4,71	0,76	0,85
SL1344_1091	-0,95	3,70	0,36	0,52
SL1344_1092	0,06	6,47	0,86	0,92
SL1344_1093	0,70	5,99	0,07	0,16
SL1344_1094	-1,00	4,78	0,11	0,22
SL1344_1095	-1,88	4,37	0,02	0,06
SL1344_1097	-1,50	5,37	0,01	0,04
SL1344_1100	-0,14	6,93	0,70	0,80
SL1344_1101	-0,54	7,29	0,07	0,15
SL1344_1102	0,51	6,51	0,16	0,28
SL1344_1103	0,00	4,61	1,00	1,00
SL1344_1104	0,62	6,56	0,09	0,19
SL1344_1105	0,40	6,42	0,32	0,47
SL1344_1106	0,06	6,23	0,88	0,93
SL1344_1107	0,21	6,59	0,57	0,70
SL1344_1108	-4,09	5,75	0,00	0,00
SL1344_1110	-4,96	5,24	0,00	0,00
SL1344_1111	-9,33	5,17	0,00	0,00
SL1344_1112	-3,29	4,36	0,00	0,00
SL1344_1113	-3,38	5,64	0,00	0,00
SL1344_1114	-4,13	6,52	0,00	0,00
SL1344_1115	-3,68	5,27	0,00	0,00
SL1344_1116	-4,73	6,10	0,00	0,00
SL1344_1117	-2,97	5,27	0,00	0,00
SL1344_1118	-2,99	6,34	0,00	0,00
SL1344_1119	-4,71	5,25	0,00	0,00
SL1344_1120	-3,55	7,56	0,00	0,00
SL1344_1121	-4,71	6,86	0,00	0,00
SL1344_1122	-0,90	9,17	0,00	0,00
SL1344_1123	-0,78	5,66	0,08	0,17
SL1344_1124	0,69	5,00	0,21	0,35
SL1344_1126	1,64	4,87	0,01	0,04
SL1344_1127	-0,60	10,28	0,02	0,05
SL1344_1129	-0,56	9,23	0,02	0,05
SL1344_1130	-0,88	8,92	0,00	0,01
SL1344_1131	0,20	9,44	0,34	0,49
SL1344_1132	0,69	10,14	0,00	0,01
SL1344_1134	-0,58	10,43	0,02	0,06
SL1344_1135	-0,79	5,86	0,10	0,20
SL1344_1136	-0,34	6,71	0,34	0,50
SL1344_1137	-0,59	6,47	0,14	0,26
SL1344_1138	-0,58	6,55	0,17	0,29
SL1344_1139	0,55	7,08	0,06	0,13
SL1344_1140	2,50	9,42	0,00	0,00
SL1344_1141	-0,75	6,43	0,08	0,18
SL1344_1142	-0,07	6,58	0,87	0,92
SL1344_1143	0,06	6,16	0,89	0,94
SL1344_1144	0,27	6,30	0,47	0,61
SL1344_1145	-0,12	6,30	0,77	0,85
SL1344_1146	-0,53	6,59	0,17	0,30
SL1344_1147	0,45	5,90	0,30	0,45
SL1344_1148	-3,56	9,33	0,00	0,00
SL1344_1149	-3,13	7,30	0,00	0,00
SL1344_1150	-0,90	7,08	0,07	0,15
SL1344_1152	-2,09	6,57	0,00	0,00
SL1344_1153	-0,21	7,10	0,52	0,65
SL1344_1154	-1,12	7,28	0,00	0,00
SL1344_1155	-0,36	5,84	0,37	0,52
SL1344_1156	-0,14	6,83	0,64	0,76
SL1344_1157	0,03	7,90	0,92	0,95
SL1344_1158	-0,48	7,12	0,17	0,30
SL1344_1159	1,06	8,03	0,00	0,00
SL1344_1160	0,35	7,72	0,21	0,35
SL1344_1161	4,24	7,74	0,00	0,00
SL1344_1162	-0,70	5,63	0,20	0,33
SL1344_1163	-1,17	6,96	0,00	0,01
SL1344_1164	0,23	5,74	0,69	0,79
SL1344_1165	-0,02	5,54	0,98	0,99
SL1344_1167	1,11	8,12	0,00	0,00
SL1344_1168	2,34	9,77	0,00	0,00
SL1344_1169	2,32	9,55	0,00	0,00
SL1344_1170	0,62	7,57	0,05	0,11
SL1344_1171	0,26	6,86	0,41	0,56
SL1344_1172	-0,66	8,44	0,01	0,02
SL1344_1173	-0,13	4,52	0,84	0,90
SL1344_1174	-0,77	4,65	0,35	0,50
SL1344_1175	-0,03	5,48	0,96	0,98
SL1344_1176	-0,05	10,40	0,81	0,88
SL1344_1177	0,62	6,48	0,05	0,11
SL1344_1179	3,08	5,51	0,00	0,00
SL1344_1181	1,88	7,97	0,00	0,00
SL1344_1184	5,54	11,17	0,00	0,00
SL1344_tRNA0022	0,46	5,49	0,47	0,61
SL1344_1185	1,93	7,90	0,00	0,00
SL1344_1187	1,09	7,71	0,00	0,00
SL1344_1188	4,07	7,44	0,00	0,00
SL1344_1189	0,65	5,11	0,36	0,52
SL1344_1190	1,78	6,22	0,00	0,00
SL1344_1191	0,79	6,80	0,09	0,18
SL1344_1192	-0,05	5,59	0,95	0,97
SL1344_1193	0,11	4,67	0,90	0,94
SL1344_1194	-0,98	4,82	0,32	0,47
SL1344_1195	2,86	4,15	0,02	0,07
SL1344_1196	-0,60	5,52	0,21	0,35
SL1344_1197	-0,83	4,80	0,19	0,32
SL1344_tRNA0023	0,48	4,73	0,65	0,76
SL1344_1198	4,95	8,22	0,00	0,00
SL1344_1199	0,31	5,01	0,56	0,69
SL1344_1200	1,46	4,37	0,14	0,26
SL1344_1201	-0,32	5,98	0,41	0,56
SL1344_1204	8,82	8,78	0,00	0,00
SL1344_1205	0,35	7,73	0,23	0,38
SL1344_1206	0,45	4,40	0,54	0,67
SL1344_1208	1,24	4,37	0,12	0,23
SL1344_1212	1,04	7,35	0,00	0,01
SL1344_1213	-0,82	5,74	0,28	0,43
SL1344_1214	-0,47	4,55	0,70	0,80
SL1344_1215	0,30	6,74	0,59	0,72
SL1344_1216	-0,18	4,66	0,79	0,87
SL1344_1217	1,02	5,43	0,08	0,17
SL1344_1218	2,62	7,18	0,00	0,00
SL1344_1219	1,25	7,43	0,00	0,00
SL1344_1220	1,78	8,53	0,00	0,00
SL1344_1221	-1,50	9,78	0,00	0,00
SL1344_1222	-1,97	4,49	0,18	0,31
SL1344_1223	-0,58	5,08	0,45	0,59
SL1344_1224	0,13	6,06	0,73	0,82
SL1344_1225	-0,84	10,89	0,00	0,00
SL1344_1226	0,76	6,89	0,03	0,07
SL1344_1228	-0,71	4,92	0,26	0,40
SL1344_1229	-0,59	5,13	0,37	0,52
SL1344_1230	-0,26	6,45	0,47	0,61
SL1344_1231	-0,69	5,97	0,09	0,19
SL1344_1232	-0,81	6,26	0,06	0,14
SL1344_1233	-1,14	6,99	0,00	0,01
SL1344_1234	-1,99	6,24	0,00	0,00
SL1344_1236	-0,63	4,36	0,44	0,59
SL1344_1237	-1,24	5,95	0,01	0,02
SL1344_1238	-1,16	5,62	0,02	0,05
SL1344_1239	-0,57	5,25	0,25	0,39
SL1344_1240	-1,68	5,99	0,00	0,00
SL1344_1241	-1,77	5,96	0,00	0,00
SL1344_1242	-1,24	5,21	0,07	0,15
SL1344_1243	0,95	6,86	0,01	0,04
SL1344_1244	-0,62	7,90	0,17	0,30
SL1344_1245	-0,60	6,50	0,10	0,20
SL1344_1246	-1,68	8,14	0,00	0,00
SL1344_1247	2,66	5,24	0,00	0,00
SL1344_1248	3,03	5,22	0,00	0,00
SL1344_1249	2,49	5,18	0,00	0,00
SL1344_1250	1,95	5,03	0,01	0,04
SL1344_1251	0,82	6,81	0,13	0,24
SL1344_1252	0,58	6,43	0,28	0,43
SL1344_1253	-0,15	5,98	0,71	0,81
SL1344_1255	1,47	7,01	0,00	0,00
SL1344_1256	0,44	5,63	0,51	0,64
SL1344_1257	2,09	7,20	0,00	0,00
SL1344_1258	-0,72	5,85	0,09	0,19
SL1344_1259	0,19	5,91	0,66	0,77
SL1344_1261	0,36	5,96	0,44	0,59
SL1344_1262	-0,75	6,85	0,07	0,14
SL1344_1263	0,09	8,62	0,70	0,80
SL1344_1264	4,19	8,01	0,00	0,00
SL1344_1265	3,68	8,59	0,00	0,00
SL1344_1266	-1,17	5,95	0,01	0,02
SL1344_1267	-0,62	10,56	0,01	0,02
SL1344_1268	0,05	10,80	0,82	0,89
SL1344_1270	-0,22	10,69	0,35	0,50
SL1344_1271	0,11	6,36	0,79	0,87
SL1344_1272	2,34	11,41	0,00	0,00
SL1344_1273	1,86	10,11	0,00	0,00
SL1344_1274	-0,82	6,14	0,04	0,09
SL1344_1275	-0,39	5,54	0,45	0,59
SL1344_1276	1,54	5,21	0,01	0,03
SL1344_1277	1,81	6,08	0,00	0,00
SL1344_1278	3,09	6,38	0,00	0,00
SL1344_1279	0,34	7,99	0,18	0,31
SL1344_1281	-1,20	6,35	0,01	0,03
SL1344_1282	-0,23	4,56	0,70	0,80
SL1344_1283	1,31	8,26	0,00	0,00
SL1344_1284	-0,27	4,95	0,70	0,80
SL1344_1286	0,84	4,25	0,44	0,58
SL1344_1287	2,92	6,47	0,00	0,00
SL1344_1289	-4,19	3,52	0,18	0,31
SL1344_1290	-1,17	5,31	0,08	0,17
SL1344_1291	1,08	4,26	0,38	0,53
SL1344_1292	-0,01	5,32	0,99	0,99
SL1344_1293	-1,41	4,23	0,15	0,27
SL1344_1296	1,34	3,44	0,32	0,47
SL1344_1297	2,38	3,55	0,17	0,30
SL1344_1298	-0,17	5,79	0,73	0,82
SL1344_1299	-0,06	7,99	0,81	0,88
SL1344_1300	-0,45	5,76	0,36	0,52
SL1344_1302	-1,93	4,18	0,07	0,15
SL1344_1303	1,25	5,03	0,04	0,09
SL1344_1304	1,81	6,93	0,00	0,00
SL1344_1305	2,51	6,40	0,00	0,00
SL1344_1306	2,54	7,29	0,00	0,00
SL1344_1307	2,55	6,40	0,00	0,00
SL1344_1308	1,71	4,82	0,02	0,06
SL1344_1309	0,78	6,22	0,14	0,26
SL1344_1312	-0,86	9,42	0,00	0,00
SL1344_1313	0,74	4,40	0,33	0,48
SL1344_1315	1,20	3,68	0,25	0,39
SL1344_1317	-1,23	4,74	0,43	0,57
SL1344_1320	0,52	6,49	0,21	0,34
SL1344_1321	0,97	4,98	0,26	0,41
SL1344_1323	-2,72	6,62	0,00	0,00
SL1344_1324	2,39	5,80	0,00	0,00
SL1344_1325	5,32	7,36	0,00	0,00
SL1344_1326	4,30	8,20	0,00	0,00
SL1344_1327	5,74	7,35	0,00	0,00
SL1344_1328	6,71	8,96	0,00	0,00
SL1344_1329	7,34	9,59	0,00	0,00
SL1344_1332	8,07	10,75	0,00	0,00
SL1344_1333	6,73	9,80	0,00	0,00
SL1344_1334	7,79	12,09	0,00	0,00
SL1344_1335	8,79	9,92	0,00	0,00
SL1344_1336	8,36	9,17	0,00	0,00
SL1344_1337	6,88	8,46	0,00	0,00
SL1344_1338	5,41	7,47	0,00	0,00
SL1344_1339	4,36	7,55	0,00	0,00
SL1344_1343	7,83	10,83	0,00	0,00
SL1344_1344	6,16	9,67	0,00	0,00
SL1344_1345	8,04	9,88	0,00	0,00
SL1344_1346	6,62	10,57	0,00	0,00
SL1344_1347	7,43	9,59	0,00	0,00
SL1344_1348	6,80	10,36	0,00	0,00
SL1344_1349	6,19	10,31	0,00	0,00
SL1344_1350	6,68	8,27	0,00	0,00
SL1344_1351	5,86	8,06	0,00	0,00
SL1344_1352	4,12	8,72	0,00	0,00
SL1344_1353	6,94	10,89	0,00	0,00
SL1344_1355	8,56	8,69	0,00	0,00
SL1344_1356	6,13	8,50	0,00	0,00
SL1344_tRNA0024	-0,71	13,70	0,49	0,62
SL1344_tRNA0025	-0,71	11,06	0,44	0,58
SL1344_1357	-0,64	6,33	0,12	0,23
SL1344_1358	2,37	7,45	0,00	0,00
SL1344_1359	1,52	6,41	0,00	0,00
SL1344_1360	-1,82	4,62	0,08	0,17
SL1344_1361	1,07	5,01	0,20	0,34
SL1344_1362	-1,45	6,90	0,00	0,00
SL1344_1363	-1,35	8,49	0,00	0,00
SL1344_1364	0,06	5,77	0,90	0,94
SL1344_1365	-0,29	8,43	0,24	0,38
SL1344_1366	-0,80	7,32	0,02	0,06
SL1344_1367	-1,50	6,26	0,00	0,00
SL1344_1368	-1,84	5,21	0,01	0,02
SL1344_1369	-0,37	5,21	0,60	0,72
SL1344_1371	-0,67	5,13	0,22	0,35
SL1344_1372	-1,08	4,96	0,12	0,23
